original_seqID,original_seq_length,nterm_seq_length,HMM_profile,nterm_typesubtype
TRINITY_DN111_c0_g1_i4_1_108_1475_02S_2,455,369,VSG-N-TypeB,B2
TRINITY_DN83_c0_g1_i4_1_2_1128_RC_02S_1,375,323,VSG-N-TypeB,B1
TRINITY_DN252_c0_g1_i1_1_205_1515_02S_3,436,376,VSG-N-TypeA,A3
TRINITY_DN71_c0_g1_i7_1_338_1217_02S_3,293,246,VSG-N-TypeB,B2
TRINITY_DN47_c0_g1_i1_1_0_640_RC_02S_3,213,197,VSG-N-TypeB,B1
TRINITY_DN3_c0_g1_i29_1_2_914_RC_02S_1,304,255,VSG-N-TypeB,B1
TRINITY_DN9_c1_g1_i1_1_61_1479_02S_2,472,400,VSG-N-TypeB,B2
TRINITY_DN193_c0_g1_i1_1_27_1221_02S_1,398,324,VSG-N-TypeB,B1
TRINITY_DN39_c0_g1_i4_1_44_1109_RC_02S_1,355,250,VSG-N-TypeB,B2
TRINITY_DN56_c0_g1_i1_1_69_1563_01S_2,498,412,VSG-N-TypeA,A3
TRINITY_DN59_c0_g3_i9_1_80_1208_02S_2,376,376,VSG-N-TypeB,B2
TRINITY_DN53_c0_g1_i4_1_344_1295_RC_02S_1,317,304,VSG-N-TypeB,B2
TRINITY_DN41_c0_g1_i16_1_2_1500_RC_02S_1,499,411,VSG-N-TypeB,B1
TRINITY_DN61_c0_g1_i5_1_83_1350_02S_3,422,375,VSG-N-TypeB,B2
TRINITY_DN70_c0_g1_i4_1_30_1011_RC_02S_1,327,258,VSG-N-DomainBoundary,A3
TRINITY_DN210_c0_g1_i1_1_185_1535_02S_1,450,371,VSG-N-TypeB,B2
TRINITY_DN266_c0_g1_i1_1_0_1305_RC_02S_1,435,393,VSG-N-TypeB,B2
TRINITY_DN21_c0_g2_i3_1_5_1455_02S_1,483,421,VSG-N-TypeB,B2
TRINITY_DN31_c0_g1_i29_2_1759_3190_RC_02S_1,477,379,VSG-N-TypeA,A2
TRINITY_DN21_c0_g2_i11_1_5_1480_02S_1,491,422,VSG-N-TypeB,B2
TRINITY_DN271_c0_g1_i1_1_0_1002_RC_02S_3,334,326,VSG-N-TypeB,B1
TRINITY_DN5_c0_g2_i33_1_96_1440_02S_3,448,393,VSG-N-TypeB,B2
TRINITY_DN4_c1_g1_i1_1_0_1319_RC_02S_3,439,408,VSG-N-TypeB,B1
TRINITY_DN10_c0_g1_i4_1_1_1349_RC_02S_3,449,394,VSG-N-TypeB,B1
TRINITY_DN263_c0_g1_i1_1_0_1317_RC_02S_2,439,409,VSG-N-TypeA,A3
TRINITY_DN15_c0_g3_i2_1_0_920_RC_02S_3,306,254,VSG-N-TypeB,B2
TRINITY_DN11_c0_g1_i18_1_103_1474_02S_2,457,366,VSG-N-TypeB,B2
TRINITY_DN15_c0_g2_i14_1_0_830_RC_02S_3,276,227,VSG-N-TypeB,B2
TRINITY_DN167_c0_g1_i1_1_85_1570_02S_2,495,424,VSG-N-TypeA,A1
TRINITY_DN4_c1_g1_i1_1_72_1452_01S_2,460,370,VSG-N-TypeB,B2
TRINITY_DN48_c0_g1_i3_1_1_1390_RC_02S_1,463,392,VSG-N-TypeB,B1
TRINITY_DN90_c0_g1_i20_1_102_1478_02S_2,458,404,VSG-N-TypeB,B1
TRINITY_DN270_c0_g1_i1_1_299_1062_02S_1,254,253,VSG-N-TypeB,B2
TRINITY_DN107_c0_g1_i4_1_54_1208_02S_2,384,319,VSG-N-TypeB,B1
TRINITY_DN209_c0_g1_i1_1_120_1270_02S_1,383,329,VSG-N-TypeB,B2
TRINITY_DN12_c0_g1_i4_1_2_1493_RC_11S_1,497,406,VSG-N-TypeB,B2
TRINITY_DN50_c0_g2_i1_1_188_1007_02S_2,273,209,VSG-N-TypeB,B1
TRINITY_DN40_c0_g1_i23_1_1_1189_RC_02S_3,396,328,VSG-N-TypeB,B2
TRINITY_DN38_c1_g1_i4_1_1_1456_02S_3,485,403,VSG-N-TypeA,A2
TRINITY_DN88_c0_g1_i2_1_38_1299_02S_1,420,370,VSG-N-TypeB,B2
TRINITY_DN8_c0_g1_i6_1_121_1531_02S_3,470,407,VSG-N-TypeA,A2
TRINITY_DN87_c1_g1_i1_1_5_1481_02S_2,492,428,VSG-N-TypeB,B2
TRINITY_DN7_c0_g2_i19_1_80_1511_11S_2,477,407,VSG-N-TypeB,B1
TRINITY_DN70_c0_g1_i9_1_0_1247_RC_02S_2,415,361,VSG-N-TypeB,B1
TRINITY_DN38_c0_g2_i1_1_74_1550_02S_1,492,414,VSG-N-TypeA,A1
TRINITY_DN29_c0_g1_i38_1_5_1439_RC_02S_2,478,261,VSG-N-TypeA,A2
TRINITY_DN82_c0_g1_i1_1_2_1659_RC_02S_3,552,323,VSG-N-TypeA,A2
TRINITY_DN97_c0_g1_i2_1_0_1332_RC_02S_3,444,385,VSG-N-TypeB,B2
TRINITY_DN19_c0_g1_i1_1_83_1676_RC_23S_1,531,398,VSG-N-TypeB,B2
TRINITY_DN10_c0_g1_i3_1_0_1349_RC_02S_3,449,390,VSG-N-TypeB,B1
TRINITY_DN7_c0_g1_i18_1_11_1499_RC_11S_3,496,405,VSG-N-TypeB,B1
TRINITY_DN99_c0_g1_i7_1_92_1470_02S_3,459,409,VSG-N-TypeB,B1
TRINITY_DN70_c0_g1_i18_1_30_1479_RC_02S_1,483,409,VSG-N-TypeA,A3
TRINITY_DN42_c0_g1_i1_1_11_1235_RC_02S_1,408,314,VSG-N-TypeB,B2
TRINITY_DN222_c0_g1_i1_1_0_1048_RC_02S_1,349,350,VSG-N-TypeA,A1
TRINITY_DN53_c0_g1_i1_1_1_1434_RC_02S_1,477,396,VSG-N-TypeB,B2
TRINITY_DN2_c0_g1_i32_1_1_1454_02S_2,484,394,VSG-N-TypeB,B1
TRINITY_DN111_c0_g1_i1_1_412_913_02S_1,167,125,VSG-N-TypeB,B1
TRINITY_DN71_c0_g1_i7_1_53_1028_02S_1,325,260,VSG-N-TypeB,B1
TRINITY_DN36_c0_g1_i27_1_2_1322_RC_02S_2,440,391,VSG-N-TypeB,B1
TRINITY_DN43_c0_g1_i18_1_293_1865_02S_2,524,392,VSG-N-TypeB,B1
TRINITY_DN66_c1_g1_i1_1_0_1424_RC_02S_3,474,378,VSG-N-TypeB,B2
TRINITY_DN272_c0_g1_i1_1_48_1296_02S_3,416,388,VSG-N-TypeA,A3
TRINITY_DN146_c0_g1_i1_1_2_1295_RC_02S_1,431,387,VSG-N-TypeB,B1
TRINITY_DN58_c0_g3_i2_1_0_1204_RC_02S_1,401,358,VSG-N-TypeB,B2
TRINITY_DN31_c0_g2_i1_1_1_862_RC_02S_2,287,226,VSG-N-TypeB,B2
TRINITY_DN21_c0_g1_i50_1_0_933_RC_02S_3,311,214,VSG-N-TypeB,B1
TRINITY_DN23_c1_g1_i21_1_11_1049_RC_02S_3,346,269,VSG-N-TypeA,A3
TRINITY_DN88_c0_g1_i1_1_0_1417_RC_02S_3,472,413,VSG-N-TypeB,B1
TRINITY_DN134_c0_g1_i1_1_227_1068_02S_2,280,245,VSG-N-TypeB,B2
TRINITY_DN68_c0_g1_i2_1_3_1435_02S_2,477,412,VSG-N-TypeB,B2
TRINITY_DN109_c0_g1_i1_1_109_1415_02S_1,435,379,VSG-N-TypeB,B2
TRINITY_DN66_c0_g4_i3_1_2_1410_RC_02S_2,469,393,VSG-N-TypeA,A3
TRINITY_DN64_c0_g1_i6_1_2_1163_RC_02S_2,387,327,VSG-N-TypeB,B1
TRINITY_DN3_c0_g2_i10_1_79_1219_02S_1,380,287,VSG-N-TypeB,B1
TRINITY_DN83_c0_g1_i6_1_0_753_RC_02S_3,251,199,VSG-N-TypeB,B1
TRINITY_DN86_c0_g1_i6_1_0_1403_RC_02S_3,467,416,VSG-N-TypeA,A1
TRINITY_DN0_c0_g1_i4_1_373_1801_RC_02S_1,476,383,VSG-N-TypeB,B2
TRINITY_DN10_c0_g1_i7_1_0_1349_RC_02S_3,449,392,VSG-N-TypeB,B1
TRINITY_DN64_c0_g1_i1_1_72_999_RC_01S_1,309,219,VSG-N-TypeB,B1
TRINITY_DN169_c0_g1_i1_1_1_793_RC_02S_2,264,230,VSG-N-TypeB,B1
TRINITY_DN372_c0_g1_i1_2_194_1589_19S_2,465,370,VSG-N-TypeB,B2
TRINITY_DN4_c0_g1_i5_1_80_1490_11S_3,470,391,VSG-N-TypeA,A3
TRINITY_DN5_c0_g1_i18_1_55_1546_RC_11S_2,497,409,VSG-N-TypeB,B2
TRINITY_DN68_c0_g1_i3_1_3_1468_02S_2,488,423,VSG-N-TypeB,B2
TRINITY_DN11_c0_g1_i4_1_41_1550_RC_11S_2,503,408,VSG-N-TypeB,B2
TRINITY_DN83_c0_g1_i4_1_2_1102_02S_2,366,317,VSG-N-TypeB,B1
TRINITY_DN54_c0_g1_i1_1_1_1205_RC_11S_3,401,339,VSG-N-TypeB,B2
TRINITY_DN32_c0_g1_i13_1_5_1408_02S_3,467,391,VSG-N-TypeB,B2
TRINITY_DN4_c0_g1_i1_1_124_1597_RC_19S_2,491,395,VSG-N-TypeB,B1
TRINITY_DN11_c0_g4_i3_1_11_1484_RC_02S_3,491,396,VSG-N-TypeB,B2
TRINITY_DN32_c0_g1_i17_1_39_1430_02S_1,463,382,VSG-N-TypeB,B1
TRINITY_DN81_c0_g1_i7_1_133_1262_02S_1,376,337,VSG-N-TypeB,B1
TRINITY_DN67_c0_g1_i5_1_78_1436_02S_1,452,390,VSG-N-TypeB,B2
TRINITY_DN128_c0_g1_i1_1_38_1496_02S_1,486,411,VSG-N-TypeA,A1
TRINITY_DN3_c0_g1_i1_1_80_1508_RC_12S_2,476,361,VSG-N-TypeB,B2
TRINITY_DN9_c0_g1_i7_2_83_1547_RC_11S_2,488,416,VSG-N-TypeA,A1
TRINITY_DN3_c0_g1_i17_1_30_978_RC_02S_1,316,224,VSG-N-TypeB,B1
TRINITY_DN75_c0_g1_i1_1_68_1595_RC_11S_2,509,410,VSG-N-TypeA,A2
TRINITY_DN7_c0_g1_i1_2_944_2453_RC_01S_3,503,415,VSG-N-TypeB,B2
TRINITY_DN94_c0_g1_i1_1_1_1306_RC_11S_3,435,297,VSG-N-TypeA,A2
TRINITY_DN26_c0_g1_i23_1_2_633_RC_02S_2,210,125,VSG-N-TypeA,A1
TRINITY_DN21_c0_g1_i13_1_0_1065_RC_02S_3,355,258,VSG-N-TypeB,B1
TRINITY_DN14_c0_g1_i4_1_3_1401_02S_3,466,387,VSG-N-TypeA,A3
TRINITY_DN43_c0_g1_i1_1_66_1357_02S_1,430,391,VSG-N-TypeB,B1
TRINITY_DN207_c0_g1_i1_1_1390_2712_02S_2,440,393,VSG-N-TypeB,B2
TRINITY_DN75_c0_g1_i6_1_2_1594_RC_02S_2,530,452,VSG-N-TypeA,A1
TRINITY_DN22_c1_g1_i9_1_13_1173_02S_3,386,329,VSG-N-TypeB,B1
TRINITY_DN60_c0_g1_i4_1_168_1014_02S_3,282,245,VSG-N-TypeB,B1
TRINITY_DN305_c0_g1_i1_1_0_1315_RC_02S_2,438,386,VSG-N-TypeB,B1
TRINITY_DN23_c1_g1_i39_2_37_1450_RC_02S_3,471,393,VSG-N-TypeA,A3
TRINITY_DN3_c0_g1_i2_1_58_1561_RC_17S_1,501,408,VSG-N-TypeB,B2
TRINITY_DN24_c0_g1_i1_1_3_1296_RC_01S_2,431,411,VSG-N-TypeA,A2
TRINITY_DN1_c1_g1_i1_1_52_1479_11S_2,475,390,VSG-N-TypeA,A3
TRINITY_DN22_c0_g1_i3_1_132_1579_02S_2,482,402,VSG-N-TypeB,B1
TRINITY_DN15_c0_g1_i1_1_11_1529_RC_11S_1,506,390,VSG-N-TypeB,B1
TRINITY_DN32_c0_g1_i8_1_5_1408_02S_3,467,391,VSG-N-TypeB,B2
TRINITY_DN95_c0_g1_i1_1_84_1569_01S_3,495,416,VSG-N-TypeA,A1
TRINITY_DN84_c0_g2_i1_1_63_1151_02S_2,362,348,VSG-N-TypeB,B1
TRINITY_DN94_c0_g1_i1_1_1_1458_RC_02S_3,485,424,VSG-N-TypeA,A1
TRINITY_DN67_c1_g2_i5_1_0_1255_RC_02S_2,418,319,VSG-N-TypeB,B2
TRINITY_DN278_c0_g1_i1_1_179_1342_02S_1,387,326,VSG-N-TypeB,B1
TRINITY_DN7_c0_g1_i2_1_11_1499_RC_11S_3,496,405,VSG-N-TypeB,B1
TRINITY_DN3_c0_g2_i15_1_79_1219_02S_1,380,289,VSG-N-TypeB,B1
TRINITY_DN17_c0_g1_i18_1_0_909_RC_02S_1,303,249,VSG-N-TypeB,B1
TRINITY_DN103_c0_g2_i1_1_76_1533_02S_1,485,390,VSG-N-TypeA,A2
TRINITY_DN49_c0_g1_i1_1_226_1195_02S_1,323,247,VSG-N-TypeB,B2
TRINITY_DN7_c0_g1_i2_2_56_1544_RC_11S_1,496,402,VSG-N-TypeB,B2
TRINITY_DN142_c0_g1_i1_1_1_1592_RC_02S_2,530,444,VSG-N-TypeB,B2
TRINITY_DN50_c0_g1_i4_1_2_1097_RC_02S_3,365,327,VSG-N-TypeB,B1
TRINITY_DN22_c0_g1_i34_1_14_1392_02S_2,459,389,VSG-N-TypeB,B1
TRINITY_DN54_c0_g1_i8_1_5_1416_02S_2,470,411,VSG-N-TypeB,B1
TRINITY_DN93_c0_g1_i33_1_2_1461_RC_02S_1,486,418,VSG-N-TypeA,A3
TRINITY_DN49_c0_g1_i34_1_46_1131_02S_3,361,342,VSG-N-TypeB,B2
TRINITY_DN236_c0_g1_i1_1_88_1549_02S_1,487,413,VSG-N-TypeA,A1
TRINITY_DN37_c1_g1_i1_1_34_1148_02S_2,371,342,VSG-N-TypeB,B1
TRINITY_DN80_c0_g1_i7_1_0_986_RC_02S_1,328,290,VSG-N-TypeB,B1
TRINITY_DN116_c0_g3_i1_1_63_1056_02S_2,331,288,VSG-N-TypeB,B2
TRINITY_DN12_c0_g1_i27_1_1_1232_RC_02S_1,410,327,VSG-N-TypeB,B1
TRINITY_DN110_c0_g1_i1_1_16_1246_02S_3,410,363,VSG-N-TypeA,A2
TRINITY_DN301_c0_g1_i1_1_58_1422_02S_2,454,394,VSG-N-TypeB,B1
TRINITY_DN106_c0_g1_i7_1_1_467_RC_02S_1,155,100,VSG-N-TypeB,B1
TRINITY_DN12_c0_g1_i10_1_1_1442_RC_02S_1,480,407,VSG-N-TypeB,B1
TRINITY_DN51_c0_g1_i4_1_1_1478_RC_02S_1,492,400,VSG-N-TypeB,B1
TRINITY_DN14_c0_g2_i50_1_217_1331_02S_3,371,167,VSG-N-TypeA,A3
TRINITY_DN279_c0_g1_i1_1_120_1261_02S_3,380,339,VSG-N-TypeB,B1
TRINITY_DN3_c0_g3_i28_1_79_1212_02S_1,377,286,VSG-N-TypeB,B1
TRINITY_DN29_c0_g1_i1_1_1_1390_RC_02S_3,463,400,VSG-N-TypeA,A2
TRINITY_DN126_c0_g1_i1_1_82_1440_02S_1,452,388,VSG-N-TypeA,A2
TRINITY_DN51_c0_g1_i17_1_2_897_RC_02S_3,298,220,VSG-N-TypeB,B1
TRINITY_DN31_c0_g1_i32_1_366_1890_02S_1,508,410,VSG-N-TypeA,A2
TRINITY_DN40_c0_g1_i30_1_103_1577_02S_1,491,396,VSG-N-TypeB,B2
TRINITY_DN10_c0_g1_i15_1_0_1349_RC_02S_3,449,392,VSG-N-TypeB,B1
TRINITY_DN211_c0_g1_i1_1_0_1046_RC_02S_3,348,299,VSG-N-TypeB,B1
TRINITY_DN10_c0_g1_i37_1_87_1286_02S_1,399,392,VSG-N-TypeA,A3
TRINITY_DN252_c0_g1_i1_1_1_1000_02S_2,333,332,VSG-N-TypeA,A2
TRINITY_DN88_c0_g1_i3_1_42_1330_02S_1,429,379,VSG-N-TypeB,B2
TRINITY_DN44_c0_g1_i4_1_0_534_RC_02S_1,178,132,VSG-N-TypeB,B1
TRINITY_DN22_c0_g1_i6_1_132_1512_02S_2,460,401,VSG-N-TypeB,B1
TRINITY_DN51_c0_g1_i2_1_0_1328_RC_02S_3,442,383,VSG-N-TypeB,B1
TRINITY_DN82_c0_g1_i5_1_2_1659_RC_02S_3,552,322,VSG-N-TypeA,A2
TRINITY_DN33_c0_g1_i5_1_105_1572_02S_1,489,396,VSG-N-TypeA,A2
TRINITY_DN27_c0_g1_i90_1_71_1220_02S_1,383,384,VSG-N-TypeB,B1
TRINITY_DN173_c0_g1_i1_1_32_1538_12S_3,502,385,VSG-N-TypeB,B2
TRINITY_DN51_c0_g1_i13_1_1_1056_RC_02S_3,351,293,VSG-N-TypeB,B1
TRINITY_DN78_c0_g1_i1_1_231_1385_02S_1,384,127,VSG-N-TypeA,A3
TRINITY_DN10_c0_g2_i15_1_93_1262_02S_3,389,387,VSG-N-TypeB,B1
TRINITY_DN8_c0_g4_i27_1_0_622_RC_02S_1,207,133,VSG-N-TypeB,B1
TRINITY_DN2_c0_g1_i5_1_69_1512_RC_11S_3,481,364,VSG-N-TypeB,B2
TRINITY_DN32_c0_g1_i6_1_11_1366_02S_1,451,371,VSG-N-TypeB,B1
TRINITY_DN65_c0_g1_i4_1_57_1446_RC_02S_2,463,391,VSG-N-TypeA,A3
TRINITY_DN123_c0_g1_i4_1_0_1262_RC_02S_2,420,382,VSG-N-TypeB,B1
TRINITY_DN4_c0_g1_i5_1_47_1499_RC_02S_3,484,407,VSG-N-TypeB,B1
TRINITY_DN83_c0_g1_i8_1_1_1347_RC_02S_3,448,394,VSG-N-TypeB,B1
TRINITY_DN33_c0_g1_i4_1_105_1018_02S_1,304,278,VSG-N-TypeA,A2
TRINITY_DN253_c0_g1_i1_1_48_1323_02S_1,425,340,VSG-N-TypeA,A1
TRINITY_DN87_c1_g1_i9_1_84_1473_02S_2,463,399,VSG-N-TypeB,B2
TRINITY_DN41_c1_g1_i9_1_1_1074_RC_02S_1,357,328,VSG-N-TypeB,B1
TRINITY_DN102_c0_g1_i2_1_280_1504_02S_2,408,320,VSG-N-TypeA,A1
TRINITY_DN71_c0_g1_i5_1_53_1421_02S_1,456,389,VSG-N-TypeB,B1
TRINITY_DN8_c0_g3_i21_1_20_1004_02S_1,328,313,VSG-N-TypeB,B1
TRINITY_DN96_c0_g1_i1_1_147_1653_17S_1,502,391,VSG-N-TypeB,B1
TRINITY_DN65_c0_g1_i1_1_88_1528_11S_2,480,353,VSG-N-TypeA,A2
TRINITY_DN86_c0_g1_i1_1_0_1413_RC_02S_3,471,416,VSG-N-TypeA,A1
