Tb427_000512800,Tb427_000789400,3.43e-4
Tb427_000512800,Tb427_000255000,3.98e-4
Tb427_000512800,Tb427_000284800,4.05e-4
Tb427_000512800,Tb427_000327500,4.81e-4
Tb427_000512800,Tb427_000634700,4.92e-4
Tb427_000512800,Tb427_000253200,5.32e-4
Tb427_000512800,Tb427_000126700,0.001
Tb427_000512800,Tb427_000164800,0.001
Tb427_000512800,Tb427_000493200,0.001
Tb427_000512800,Tb427_000468800,0.002
Tb427_000512800,Tb427_000176600,0.002
Tb427_000512800,Tb427_000474700,0.002
Tb427_000512800,Tb427_000575900,0.002
Tb427_000512800,Tb427_000041700,0.005
Tb427_000512800,Tb427_000254100,0.005
Tb427_000512800,Tb427_000194900,0.006
Tb427_000512800,Tb427_000439300,0.006
Tb427_000512800,Tb427_000427700,0.007
Tb427_000512800,Tb427_000594900,0.008
Tb427_000512800,Tb427_000310600,0.008
Tb427_000512800,Tb427_000562900,0.009
Tb427_000512800,Tb427_000039400,0.009
Tb427_000512800,Tb427_000263600,0.011
Tb427_000512800,Tb427_000526600,0.019
Tb427_000512800,Tb427_000295900,0.025
Tb427_000512800,Tb427_000032400,0.032
Tb427_000512800,Tb427_000243200,0.041
Tb427_000512800,Tb427_000553900,0.043
Tb427_000512800,Tb427_000289600,0.05
Tb427_000512800,Tb427_000860000,0.056
Tb427_000512800,Tb427_000264200,0.07
Tb427_000512800,Tb427_000176300,0.074
Tb427_000512800,Tb427_000198600,0.092
Tb427_000512800,Tb427_000278800,0.098
Tb427_000512800,Tb427_000426600,0.12
Tb427_000512800,Tb427_000370000,0.14
Tb427_000512800,Tb427_000633800,0.2
Tb427_000512800,Tb427_000207900,0.23
Tb427_000512800,Tb427_000513300,0.27
Tb427_000512800,Tb427_000051800,0.28
Tb427_000512800,Tb427_000332100,0.28
Tb427_000512800,Tb427_000028200,0.33
Tb427_000512800,Tb427_000119200,0.4
Tb427_000512800,Tb427_000102400,0.57
Tb427_000512800,Tb427_000474200,0.63
Tb427_000512800,Tb427_000307100,0.89
Tb427_000512800,Tb427_000596200,1
Tb427_000512800,Tb427_000585000,1.2
Tb427_000210300,Tb427_000251000,5.61e-91
Tb427_000210300,Tb427_000544200,7.08e-62
Tb427_000210300,Tb427_000797000,4.26e-57
Tb427_000210300,Tb427_000717700,9.01e-57
Tb427_000210300,Tb427_000163000,2.02e-51
Tb427_000210300,Tb427_000796700,1.56e-33
Tb427_000210300,Tb427_000553400,3.79e-33
Tb427_000210300,Tb427_000718500,2.64e-31
Tb427_000210300,Tb427_000718000,2.64e-31
Tb427_000210300,Tb427_000177600,8.82e-31
Tb427_000210300,Tb427_000316600,8.26e-29
Tb427_000210300,Tb427_000317400,8.26e-29
Tb427_000210300,Tb427_000086800,5.95e-28
Tb427_000210300,Tb427_000071700,4.75e-27
Tb427_000210300,Tb427_000206400,1.3e-25
Tb427_000210300,Tb427_000602900,3.34e-25
Tb427_000210300,Tb427_000255500,4.6e-25
Tb427_000210300,Tb427_000438800,2.44e-24
Tb427_000210300,Tb427_000586700,9.72e-24
Tb427_000210300,Tb427_000552000,4.74e-23
Tb427_000210300,Tb427_000147000,7.3e-22
Tb427_000210300,Tb427_000462100,8.1e-22
Tb427_000210300,Tb427_000331200,1.47e-21
Tb427_000210300,Tb427_000207000,2.05e-21
Tb427_000210300,Tb427_000244800,3.46e-21
Tb427_000210300,Tb427_000283100,7.15e-21
Tb427_000210300,Tb427_000368400,7.31e-21
Tb427_000210300,Tb427_000592900,7.46e-21
Tb427_000210300,Tb427_000201400,4.61e-20
Tb427_000210300,Tb427_000480500,1.92e-19
Tb427_000210300,Tb427_000356600,2.85e-19
Tb427_000210300,Tb427_000005900,6.1e-19
Tb427_000210300,Tb427_000442300,7.5e-19
Tb427_000210300,Tb427_000391200,1.21e-18
Tb427_000210300,Tb427_000540300,1.35e-18
Tb427_000210300,Tb427_000853000,1.59e-18
Tb427_000210300,Tb427_000493600,5.73e-18
Tb427_000210300,Tb427_000469700,1.92e-17
Tb427_000210300,Tb427_000050400,3.28e-17
Tb427_000210300,Tb427_000321200,4.67e-17
Tb427_000210300,Tb427_000760700,4.67e-17
Tb427_000210300,Tb427_000066100,6.33e-17
Tb427_000210300,Tb427_000622500,7.86e-17
Tb427_000210300,Tb427_000324500,1.12e-16
Tb427_000210300,Tb427_000413800,2.72e-16
Tb427_000210300,Tb427_000346500,3.3e-15
Tb427_000210300,Tb427_000500400,5.94e-15
Tb427_000210300,Tb427_000361300,6.22e-15
Tb427_000210300,Tb427_000617300,7.73e-15
Tb427_000210300,Tb427_000788700,8.54e-15
Tb427_000210300,Tb427_000537700,1.1e-14
Tb427_000210300,Tb427_000188900,1.9e-14
Tb427_000210300,Tb427_000191700,3.05e-14
Tb427_000210300,Tb427_000091500,3.2e-14
Tb427_000210300,Tb427_000419700,3.57e-14
Tb427_000210300,Tb427_000198800,4.34e-14
Tb427_000210300,Tb427_000449800,4.73e-14
Tb427_000210300,Tb427_000607700,4.8e-14
Tb427_000210300,Tb427_000383600,1.04e-13
Tb427_000210300,Tb427_000750900,1.05e-13
Tb427_000210300,Tb427_000331700,1.27e-13
Tb427_000210300,Tb427_000064000,1.44e-13
Tb427_000210300,Tb427_000268300,1.45e-13
Tb427_000210300,Tb427_000844600,2.33e-13
Tb427_000210300,Tb427_000567200,3.08e-13
Tb427_000210300,Tb427_000086000,4.25e-13
Tb427_000210300,Tb427_000396300,5.22e-13
Tb427_000210300,Tb427_040057700,8.05e-13
Tb427_000210300,Tb427_000228300,1.61e-12
Tb427_000210300,Tb427_000361400,1.82e-12
Tb427_000210300,Tb427_000789000,2.6e-12
Tb427_000210300,Tb427_000609100,2.85e-12
Tb427_000210300,Tb427_000592000,3.38e-12
Tb427_000210300,Tb427_000261800,3.5e-12
Tb427_000210300,Tb427_000076700,3.57e-12
Tb427_000210300,Tb427_000309600,3.92e-12
Tb427_000210300,Tb427_000130900,4.3e-12
Tb427_000210300,Tb427_000455000,5.92e-12
Tb427_000210300,Tb427_000600500,6.69e-12
Tb427_000210300,Tb427_000163900,9.16e-12
Tb427_000210300,Tb427_000097800,1.12e-11
Tb427_000210300,Tb427_000031100,1.3e-11
Tb427_000210300,Tb427_000403200,1.38e-11
Tb427_000210300,Tb427_000788900,1.56e-11
Tb427_000210300,Tb427_000068800,1.73e-11
Tb427_000210300,Tb427_000262000,1.96e-11
Tb427_000210300,Tb427_000470200,2.68e-11
Tb427_000210300,Tb427_000356500,3.29e-11
Tb427_000210300,Tb427_000232100,3.73e-11
Tb427_000210300,Tb427_000454400,7.29e-11
Tb427_000210300,Tb427_000459500,7.29e-11
Tb427_000210300,Tb427_000556900,7.53e-11
Tb427_000210300,Tb427_000230500,7.7e-11
Tb427_000210300,Tb427_000551500,1e-10
Tb427_000210300,Tb427_000183200,1.08e-10
Tb427_000210300,Tb427_000505700,1.09e-10
Tb427_000210300,Tb427_000633100,1.17e-10
Tb427_000210300,Tb427_000095400,1.33e-10
Tb427_000210300,Tb427_000686600,1.37e-10
Tb427_000210300,Tb427_000025600,1.37e-10
Tb427_000210300,Tb427_000111800,1.37e-10
Tb427_000614700,Tb427_000615100,0
Tb427_000614700,Tb427_000046500,3.73e-67
Tb427_000614700,Tb427_000138400,2.42e-60
Tb427_000614700,Tb427_000581700,1.26e-58
Tb427_000614700,Tb427_000187700,1.62e-56
Tb427_000614700,Tb427_000092300,1.07e-50
Tb427_000614700,Tb427_000354000,1.48e-50
Tb427_000614700,Tb427_000199700,6.2e-47
Tb427_000614700,Tb427_000595600,5.56e-43
Tb427_000614700,Tb427_000597800,8.35e-39
Tb427_000614700,Tb427_000302100,1.81e-37
Tb427_000614700,Tb427_000302500,2.97e-36
Tb427_000614700,Tb427_000448300,2.67e-34
Tb427_000614700,Tb427_000850900,5.93e-33
Tb427_000614700,Tb427_000255600,2.08e-32
Tb427_000614700,Tb427_000496700,1.35e-31
Tb427_000614700,Tb427_000857300,3.82e-28
Tb427_000614700,Tb427_000051700,1.59e-25
Tb427_000614700,Tb427_000097800,2.06e-14
Tb427_000614700,Tb427_000198800,2.34e-13
Tb427_000614700,Tb427_000080300,4.69e-13
Tb427_000614700,Tb427_000556900,8.37e-10
Tb427_000614700,Tb427_000230500,4.56e-9
Tb427_000614700,Tb427_000391200,9.35e-9
Tb427_000614700,Tb427_000358000,1.02e-8
Tb427_000614700,Tb427_000104600,1.42e-8
Tb427_000614700,Tb427_000592900,2.47e-8
Tb427_000614700,Tb427_090009900,2.55e-8
Tb427_000614700,Tb427_000570100,3.2e-8
Tb427_000614700,Tb427_000125500,4.03e-8
Tb427_000614700,Tb427_000628600,5.96e-8
Tb427_000614700,Tb427_000628700,5.96e-8
Tb427_000614700,Tb427_000628500,5.96e-8
Tb427_000614700,Tb427_000628900,2.89e-7
Tb427_000614700,Tb427_000421300,3.31e-7
Tb427_000614700,Tb427_000220500,3.32e-7
Tb427_000614700,Tb427_000433800,8e-7
Tb427_000614700,Tb427_000537700,8.42e-7
Tb427_000614700,Tb427_000628800,8.55e-7
Tb427_000614700,Tb427_000063300,8.75e-7
Tb427_000614700,Tb427_000432200,1.03e-6
Tb427_000614700,Tb427_000795400,1.18e-6
Tb427_000614700,Tb427_000605600,1.21e-6
Tb427_000614700,Tb427_000169800,2.57e-6
Tb427_000614700,Tb427_000507700,3.14e-6
Tb427_000614700,Tb427_000528300,3.96e-6
Tb427_000614700,Tb427_000065800,4.05e-6
Tb427_000614700,Tb427_000340600,4.69e-6
Tb427_000614700,Tb427_000066000,4.85e-6
Tb427_000614700,Tb427_000353000,4.96e-6
Tb427_000614700,Tb427_000079100,9.76e-6
Tb427_000614700,Tb427_000260200,1.14e-5
Tb427_000614700,Tb427_000633400,1.21e-5
Tb427_000614700,Tb427_000141400,1.9e-5
Tb427_000614700,Tb427_000240100,2.43e-5
Tb427_000614700,Tb427_000598800,4.5e-5
Tb427_000614700,Tb427_110143800,5.31e-5
Tb427_000614700,Tb427_000797000,5.32e-5
Tb427_000614700,Tb427_000238200,5.49e-5
Tb427_000614700,Tb427_000415600,6.2e-5
Tb427_000614700,Tb427_000094500,6.73e-5
Tb427_000614700,Tb427_000094500,5.3
Tb427_000614700,Tb427_000106000,7.11e-5
Tb427_000614700,Tb427_000128400,7.12e-5
Tb427_000614700,Tb427_000454400,7.67e-5
Tb427_000614700,Tb427_000459500,7.67e-5
Tb427_000614700,Tb427_000011900,8.28e-5
Tb427_000614700,Tb427_000064000,1.3e-4
Tb427_000614700,Tb427_000207000,1.37e-4
Tb427_000614700,Tb427_000480500,1.38e-4
Tb427_000614700,Tb427_000529800,1.38e-4
Tb427_000614700,Tb427_000505800,1.43e-4
Tb427_000614700,Tb427_000108300,2.54e-4
Tb427_000614700,Tb427_000019900,2.65e-4
Tb427_000614700,Tb427_000019900,6.9
Tb427_000614700,Tb427_000262000,2.69e-4
Tb427_000614700,Tb427_000262000,0.3
Tb427_000614700,Tb427_000496800,2.77e-4
Tb427_000614700,Tb427_000086300,2.79e-4
Tb427_000614700,Tb427_000298800,2.86e-4
Tb427_000614700,Tb427_000650500,3.59e-4
Tb427_000614700,Tb427_000720200,3.59e-4
Tb427_000614700,Tb427_110164400,4.03e-4
Tb427_000614700,Tb427_000065100,5.26e-4
Tb427_000614700,Tb427_000065100,0.37
Tb427_000614700,Tb427_000717700,5.87e-4
Tb427_000614700,Tb427_000208000,6.47e-4
Tb427_000614700,Tb427_000612800,7.31e-4
Tb427_000614700,Tb427_000686400,7.34e-4
Tb427_000614700,Tb427_000419700,7.95e-4
Tb427_000614700,Tb427_000844600,0.001
Tb427_000547300,Tb427_000250900,7.76e-49
Tb427_000547300,Tb427_000562900,1.88e-44
Tb427_000547300,Tb427_000370000,2.52e-34
Tb427_000547300,Tb427_000188300,4.82e-34
Tb427_000547300,Tb427_000332100,1.4e-31
Tb427_000547300,Tb427_000388500,7.83e-31
Tb427_000547300,Tb427_000083600,5.14e-30
Tb427_000547300,Tb427_000265100,7.8e-30
Tb427_000547300,Tb427_000095100,8.74e-27
Tb427_000547300,Tb427_000470400,1.13e-25
Tb427_000547300,Tb427_000183000,1.73e-25
Tb427_000547300,Tb427_000850700,3.57e-23
Tb427_000547300,Tb427_000433300,9.84e-23
Tb427_000547300,Tb427_000506800,7.93e-22
Tb427_000547300,Tb427_000132900,2.93e-20
Tb427_000547300,Tb427_000246800,1.02e-19
Tb427_000547300,Tb427_000427700,3.41e-16
Tb427_000547300,Tb427_000126700,6.64e-16
Tb427_000547300,Tb427_000096000,4.81e-15
Tb427_000547300,Tb427_000424000,7.88e-15
Tb427_000547300,Tb427_000089700,1.34e-14
Tb427_000547300,Tb427_000114500,9.5e-14
Tb427_000547300,Tb427_000630100,8.5e-13
Tb427_000547300,Tb427_000234300,1.02e-12
Tb427_000547300,Tb427_000860500,1.27e-12
Tb427_000547300,Tb427_000437000,3.83e-12
Tb427_000547300,Tb427_000466700,3.97e-12
Tb427_000547300,Tb427_000588300,1.86e-11
Tb427_000547300,Tb427_000519900,1.66e-9
Tb427_000547300,Tb427_000418700,4.01e-9
Tb427_000547300,Tb427_000327500,1.72e-8
Tb427_000547300,Tb427_000596200,2.09e-8
Tb427_000547300,Tb427_000848000,1.34e-7
Tb427_000547300,Tb427_000278800,6.58e-6
Tb427_000547300,Tb427_000230800,5.47e-5
Tb427_000547300,Tb427_000419300,8.47e-5
Tb427_000547300,Tb427_000288600,1.46e-4
Tb427_000547300,Tb427_000630400,3.57e-4
Tb427_000547300,Tb427_000367700,5.3e-4
Tb427_000547300,Tb427_000529400,6.59e-4
Tb427_000547300,Tb427_000472500,0.004
Tb427_000547300,Tb427_000382400,0.004
Tb427_000547300,Tb427_000627000,0.007
Tb427_000547300,Tb427_000086600,0.008
Tb427_000547300,Tb427_000304300,0.011
Tb427_000547300,Tb427_000858100,0.013
Tb427_000547300,Tb427_000074700,0.015
Tb427_000547300,Tb427_000208300,0.016
Tb427_000547300,Tb427_000632500,0.018
Tb427_000547300,Tb427_000168700,0.019
Tb427_000547300,Tb427_000469200,0.025
Tb427_000547300,Tb427_000376200,0.028
Tb427_000547300,Tb427_000512800,0.03
Tb427_000547300,Tb427_000386200,0.035
Tb427_000547300,Tb427_000503100,0.039
Tb427_000547300,Tb427_000609300,0.062
Tb427_000547300,Tb427_000308600,0.065
Tb427_000547300,Tb427_000350300,0.095
Tb427_000547300,Tb427_000371800,0.12
Tb427_000547300,Tb427_000561700,0.14
Tb427_000547300,Tb427_000032400,0.2
Tb427_000547300,Tb427_000051800,0.44
Tb427_000547300,Tb427_000561500,0.53
Tb427_000547300,Tb427_000101700,0.6
Tb427_000547300,Tb427_000180300,0.75
Tb427_000547300,Tb427_000615900,0.83
Tb427_000547300,Tb427_000063000,0.92
Tb427_000547300,Tb427_000187900,1.2
Tb427_000547300,Tb427_000850100,1.7
Tb427_000547300,Tb427_000220100,1.7
Tb427_000547300,Tb427_000631500,1.8
Tb427_000547300,Tb427_000426600,1.8
Tb427_000547300,Tb427_000104800,2
Tb427_000547300,Tb427_000526600,2.1
Tb427_000547300,Tb427_000380200,2.3
Tb427_000547300,Tb427_000016000,3.2
Tb427_000547300,Tb427_000423600,3.6
Tb427_000547300,Tb427_000278400,4.1
Tb427_000547300,Tb427_000474200,4.5
Tb427_000547300,Tb427_000102500,4.9
Tb427_000547300,Tb427_000086000,4.9
Tb427_000547300,Tb427_000545500,5.3
Tb427_000547300,Tb427_000439400,5.3
Tb427_000547300,Tb427_000192700,6.2
Tb427_000547300,Tb427_000066400,7.1
Tb427_000547300,Tb427_000039400,8.9
Tb427_000547300,Tb427_000028200,9.6
Tb427_000547300,Tb427_000260000,10
Tb427_000424900,Tb427_000204100,5.6e-14
Tb427_000424900,Tb427_000264400,2.21e-13
Tb427_000424900,Tb427_000535100,3.04e-11
Tb427_000424900,Tb427_000114000,1.11e-10
Tb427_000424900,Tb427_000252000,6.3e-10
Tb427_000424900,Tb427_000458000,1.34e-9
Tb427_000424900,Tb427_000856500,1.55e-9
Tb427_000424900,Tb427_000282800,5.86e-9
Tb427_000424900,Tb427_000199000,6.14e-9
Tb427_000424900,Tb427_000452700,6.88e-9
Tb427_000424900,Tb427_000588900,3.59e-8
Tb427_000424900,Tb427_000329900,1.96e-7
Tb427_000424900,Tb427_000182500,7.13e-7
Tb427_000424900,Tb427_000547700,1.91e-6
Tb427_000424900,Tb427_000230900,6.54e-6
Tb427_000424900,Tb427_000407100,1.68e-5
Tb427_000424900,Tb427_000052300,2.53e-5
Tb427_000424900,Tb427_000398700,2.53e-5
Tb427_000424900,Tb427_000313600,2.87e-5
Tb427_000424900,Tb427_000535200,3.12e-5
Tb427_000424900,Tb427_000409900,4.88e-5
Tb427_000424900,Tb427_000352500,6.28e-5
Tb427_000424900,Tb427_000569300,8.91e-5
Tb427_000424900,Tb427_000475400,9.55e-5
Tb427_000424900,Tb427_000129000,1.22e-4
Tb427_000424900,Tb427_000234700,1.66e-4
Tb427_000424900,Tb427_000120900,1.86e-4
Tb427_000424900,Tb427_000089200,2e-4
Tb427_000424900,Tb427_000164400,2.44e-4
Tb427_000424900,Tb427_000632600,3.9e-4
Tb427_000424900,Tb427_000077600,4.09e-4
Tb427_000424900,Tb427_000629600,5.72e-4
Tb427_000424900,Tb427_000858800,6.13e-4
Tb427_000424900,Tb427_000650800,8.16e-4
Tb427_000424900,Tb427_000709500,8.53e-4
Tb427_000424900,Tb427_000709500,4.7
Tb427_000424900,Tb427_000324000,0.001
Tb427_000424900,Tb427_000280200,0.002
Tb427_000424900,Tb427_000343700,0.002
Tb427_000424900,Tb427_000192100,0.002
Tb427_000424900,Tb427_090011100,0.003
Tb427_000424900,Tb427_000211900,0.003
Tb427_000424900,Tb427_000852300,0.003
Tb427_000424900,Tb427_000170100,0.004
Tb427_000424900,Tb427_000391900,0.005
Tb427_000424900,Tb427_000395700,0.005
Tb427_000424900,Tb427_000254000,0.008
Tb427_000424900,Tb427_000305100,0.008
Tb427_000424900,Tb427_000151500,0.01
Tb427_000424900,Tb427_000575000,0.011
Tb427_000424900,Tb427_000527300,0.012
Tb427_000424900,Tb427_000449000,0.012
Tb427_000424900,Tb427_000560500,0.012
Tb427_000424900,Tb427_000249600,0.017
Tb427_000424900,Tb427_000363100,0.02
Tb427_000424900,Tb427_000669800,0.02
Tb427_000424900,Tb427_000839700,0.021
Tb427_000424900,Tb427_000364500,0.021
Tb427_000424900,Tb427_000632500,0.032
Tb427_000424900,Tb427_000062400,0.055
Tb427_000424900,Tb427_000171100,0.075
Tb427_000424900,Tb427_000614300,0.076
Tb427_000424900,Tb427_000198200,0.13
Tb427_000424900,Tb427_000228500,0.21
Tb427_000424900,Tb427_000524200,0.21
Tb427_000424900,Tb427_000560300,0.23
Tb427_000424900,Tb427_000188400,0.28
Tb427_000424900,Tb427_000860200,0.41
Tb427_000424900,Tb427_000626900,0.44
Tb427_000424900,Tb427_000106600,0.62
Tb427_000424900,Tb427_000847100,0.67
Tb427_000424900,Tb427_000301100,0.79
Tb427_000424900,Tb427_000593800,0.82
Tb427_000424900,Tb427_000572200,1.2
Tb427_000424900,Tb427_000252800,1.3
Tb427_000424900,Tb427_000631800,1.6
Tb427_000424900,Tb427_000400300,1.6
Tb427_000424900,Tb427_000139000,1.6
Tb427_000424900,Tb427_000599000,1.7
Tb427_000424900,Tb427_000207900,1.7
Tb427_000424900,Tb427_000633200,2
Tb427_000424900,Tb427_000548200,2
Tb427_000424900,Tb427_000195300,2.9
Tb427_000424900,Tb427_000103800,3
Tb427_000424900,Tb427_000307900,3
Tb427_000424900,Tb427_000328000,3.1
Tb427_000424900,Tb427_000148800,4.3
Tb427_000424900,Tb427_000346200,4.7
Tb427_000424900,Tb427_000148400,5.2
Tb427_000424900,Tb427_000473400,5.3
Tb427_000424900,Tb427_000861900,5.5
Tb427_000424900,Tb427_000059000,6
Tb427_000424900,Tb427_000421400,8.5
Tb427_000424900,Tb427_000301500,8.7
Tb427_000424900,Tb427_000166800,9
Tb427_000424900,Tb427_000318400,9.2
Tb427_000720200,Tb427_000650500,0
Tb427_000720200,Tb427_000298800,0
Tb427_000720200,Tb427_000715900,0
Tb427_000720200,Tb427_000716500,0
Tb427_000720200,Tb427_000061300,0
Tb427_000720200,Tb427_000491500,1.51e-175
Tb427_000720200,Tb427_000048800,2.1e-83
Tb427_000720200,Tb427_000063300,1.57e-69
Tb427_000720200,Tb427_000103400,3.47e-58
Tb427_000720200,Tb427_000795400,1.38e-56
Tb427_000720200,Tb427_000094500,2.19e-43
Tb427_000720200,Tb427_000114900,4.53e-43
Tb427_000720200,Tb427_000415600,3.12e-39
Tb427_000720200,Tb427_000528300,8.61e-38
Tb427_000720200,Tb427_000322900,9.45e-37
Tb427_000720200,Tb427_000097800,7.42e-36
Tb427_000720200,Tb427_000198800,1.13e-33
Tb427_000720200,Tb427_000125500,2.61e-33
Tb427_000720200,Tb427_000169800,1.37e-32
Tb427_000720200,Tb427_090009900,1.38e-32
Tb427_000720200,Tb427_000262000,2.96e-32
Tb427_000720200,Tb427_000605600,3.5e-32
Tb427_000720200,Tb427_000230500,3.38e-30
Tb427_000720200,Tb427_000353000,3.15e-29
Tb427_000720200,Tb427_000340800,1.21e-28
Tb427_000720200,Tb427_000391200,1.01e-26
Tb427_000720200,Tb427_000507700,7.85e-26
Tb427_000720200,Tb427_000065800,3.25e-22
Tb427_000720200,Tb427_000282500,2.96e-20
Tb427_000720200,Tb427_000049400,1.09e-18
Tb427_000720200,Tb427_000358000,1.11e-18
Tb427_000720200,Tb427_000106000,4.08e-18
Tb427_000720200,Tb427_000592900,2.13e-17
Tb427_000720200,Tb427_000633100,6.23e-17
Tb427_000720200,Tb427_000586700,3.16e-16
Tb427_000720200,Tb427_000552500,7.26e-16
Tb427_000720200,Tb427_000486700,1.06e-15
Tb427_000720200,Tb427_000086800,2.93e-15
Tb427_000720200,Tb427_000421300,4.49e-15
Tb427_000720200,Tb427_000104600,9.16e-15
Tb427_000720200,Tb427_000208000,9.63e-15
Tb427_000720200,Tb427_000144400,2.81e-14
Tb427_000720200,Tb427_000340600,3.28e-14
Tb427_000720200,Tb427_000207000,1.59e-13
Tb427_000720200,Tb427_000158600,7.27e-13
Tb427_000720200,Tb427_000331700,8.27e-13
Tb427_000720200,Tb427_000788900,8.6e-13
Tb427_000720200,Tb427_000493600,9.15e-13
Tb427_000720200,Tb427_000361400,2.05e-12
Tb427_000720200,Tb427_000479200,2.79e-12
Tb427_000720200,Tb427_000479200,0.45
Tb427_000720200,Tb427_000518800,3.58e-12
Tb427_000720200,Tb427_000047100,6.73e-12
Tb427_000720200,Tb427_000630300,8.5e-12
Tb427_000720200,Tb427_000187700,1.18e-11
Tb427_000720200,Tb427_000567200,1.89e-11
Tb427_000720200,Tb427_000796700,2.38e-11
Tb427_000720200,Tb427_000177600,2.52e-11
Tb427_000720200,Tb427_000321200,4.66e-11
Tb427_000720200,Tb427_000853000,5.51e-11
Tb427_000720200,Tb427_000261800,7.78e-11
Tb427_000720200,Tb427_000356500,1.13e-10
Tb427_000720200,Tb427_000255500,1.74e-10
Tb427_000720200,Tb427_000163900,1.81e-10
Tb427_000720200,Tb427_000789000,1.89e-10
Tb427_000720200,Tb427_000425500,3.55e-10
