original_seqID,original_seq_length,nterm_seq_length,HMM_profile,nterm_typesubtype
Tb427_000859500,456,457,VSG-N-TypeA,A2
Tb427_000402700,282,276,VSG-N-TypeA,A1
Tb427_000079900,121,107,VSG-N-TypeA,A1
Tb427_000590200,462,397,VSG-N-TypeB,B2
Tb427_000862400,235,84,VSG-N-TypeA,A2
Tb427_000181200:pseudogene,502,377,VSG-N-TypeA,A2
Tb427_000030600:pseudogene,439,402,VSG-N-TypeA,A2
Tb427_000190000:pseudogene,498,133,VSG-N-TypeA,A2
Tb427_000078000:pseudogene,501,390,VSG-N-TypeB,B1
Tb427_000319100,420,364,VSG-N-TypeB,B2
Tb427_000131100,314,315,VSG-N-TypeA,A1
Tb427_000843600,512,397,VSG-N-TypeB,B1
Tb427_000543100,447,328,VSG-N-TypeB,B1
Tb427_000468700:pseudogene,478,394,VSG-N-TypeB,B1
Tb427_000538400:pseudogene,450,381,VSG-N-TypeA,A1
Tb427_000098300:pseudogene,498,379,VSG-N-TypeA,A2
Tb427_000427000,505,426,VSG-N-TypeA,A1
Tb427_000428500:pseudogene,477,377,VSG-N-TypeB,B2
Tb427_000585000,476,383,VSG-N-TypeA,A2
Tb427_000541000:pseudogene,402,359,VSG-N-TypeA,A3
Tb427_000467500:pseudogene,410,411,VSG-N-TypeA,A1
Tb427_000354500,178,165,VSG-N-TypeB,B1
Tb427_000253700,540,406,VSG-N-TypeB,B2
Tb427_000524900:pseudogene,337,257,VSG-N-TypeB,B2
Tb427_000417000,115,116,VSG-N-TypeA,A1
Tb427_000581400,139,139,VSG-N-TypeB,B1
Tb427_000319200,474,411,VSG-N-TypeA,A1
Tb427_000718600,452,390,VSG-N-TypeB,B2
Tb427_000565800,110,111,VSG-N-TypeB,B1
Tb427_000850800,403,384,VSG-N-TypeB,B1
Tb427_000049500:pseudogene,463,388,VSG-N-TypeA,A1
Tb427_000847800,492,417,VSG-N-TypeA,A1
Tb427_000830400,257,257,VSG-N-TypeA,A2
Tb427_000851100,260,223,VSG-N-TypeA,A1
Tb427_000193600,279,225,VSG-N-TypeA,A1
Tb427_000189300,385,278,VSG-N-TypeB,B2
Tb427_000353500:pseudogene,564,447,VSG-N-TypeB,B2
Tb427_000153800,89,78,VSG-N-TypeA,A2
Tb427_000369600:pseudogene,479,314,VSG-N-TypeB,B2
Tb427_000351100,414,337,VSG-N-TypeA,A1
Tb427_000170100,497,423,VSG-N-TypeA,A1
Tb427_000439800,260,151,VSG-N-TypeA,A1
Tb427_000585700:pseudogene,494,368,VSG-N-TypeB,B1
Tb427_000427800:pseudogene,501,408,VSG-N-TypeB,B1
Tb427_000846600,319,284,VSG-N-TypeA,A2
Tb427_000461800:pseudogene,515,331,VSG-N-TypeA,A2
Tb427_000453300:pseudogene,513,381,VSG-N-TypeA,A2
Tb427_000234400:pseudogene,393,367,VSG-N-TypeB,B2
Tb427_000136200,145,130,VSG-N-TypeA,A2
Tb427_000431900,254,255,VSG-N-TypeA,A2
Tb427_000251700,256,257,VSG-N-TypeA,A1
Tb427_000596200,527,390,VSG-N-TypeA,A2
Tb427_000136400:pseudogene,448,386,VSG-N-TypeB,B1
Tb427_000063400:pseudogene,526,412,VSG-N-TypeA,A1
Tb427_000218900:pseudogene,447,355,VSG-N-TypeB,B1
Tb427_000433900:pseudogene,416,254,VSG-N-TypeA,A2
Tb427_000315800,448,152,VSG-N-TypeA,A3
Tb427_000265500:pseudogene,502,393,VSG-N-TypeA,A3
Tb427_000067800,179,179,VSG-N-TypeB,B2
Tb427_000544200,457,323,VSG-N-TypeB,B1
Tb427_000221500:pseudogene,446,363,VSG-N-TypeA,A2
Tb427_000564600:pseudogene,445,396,VSG-N-TypeB,B1
Tb427_000192400:pseudogene,501,408,VSG-N-TypeA,A1
Tb427_000567900:pseudogene,611,447,VSG-N-TypeB,B2
Tb427_000540200:pseudogene,437,355,VSG-N-TypeB,B1
Tb427_000090200,500,397,VSG-N-TypeB,B2
Tb427_000427400:pseudogene,509,375,VSG-N-TypeB,B1
Tb427_000517100:pseudogene,488,377,VSG-N-TypeB,B1
Tb427_000435300:pseudogene,484,364,VSG-N-TypeB,B1
Tb427_020007500,444,377,VSG-N-TypeB,B2
Tb427_000800500,422,330,VSG-N-TypeB,B2
Tb427_000462600:pseudogene,201,197,VSG-N-TypeB,B2
Tb427_000554100:pseudogene,460,389,VSG-N-TypeA,A1
Tb427_000477800,517,391,VSG-N-TypeB,B1
Tb427_000317400,516,404,VSG-N-TypeB,B1
Tb427_000476400:pseudogene,534,397,VSG-N-TypeB,B2
Tb427_000571200:pseudogene,554,395,VSG-N-TypeB,B2
Tb427_000231900:pseudogene,468,394,VSG-N-TypeA,A1
Tb427_000616400:pseudogene,507,401,VSG-N-TypeB,B1
Tb427_000429700:pseudogene,517,393,VSG-N-TypeB,B2
Tb427_000085000:pseudogene,482,360,VSG-N-TypeB,B2
Tb427_000366100,187,131,VSG-N-TypeB,B1
Tb427_000213100,491,416,VSG-N-TypeA,A1
Tb427_000235400:pseudogene,420,338,VSG-N-TypeB,B2
Tb427_000073100:pseudogene,213,171,VSG-N-TypeA,A1
Tb427_000407500:pseudogene,494,383,VSG-N-TypeB,B2
Tb427_000559000,131,131,VSG-N-TypeB,B2
Tb427_000459800,310,311,VSG-N-TypeA,A1
Tb427_000016000,476,385,VSG-N-TypeA,A2
Tb427_000064200,335,288,VSG-N-TypeA,A1
Tb427_000307400:pseudogene,494,390,VSG-N-TypeB,B1
Tb427_000032400,511,388,VSG-N-TypeA,A2
Tb427_000185600:pseudogene,347,298,VSG-N-TypeA,A2
Tb427_000100000:pseudogene,443,375,VSG-N-TypeB,B2
Tb427_000424400,461,411,VSG-N-TypeA,A1
Tb427_000092100:pseudogene,502,426,VSG-N-TypeA,A1
Tb427_000401800:pseudogene,407,399,VSG-N-TypeA,A2
Tb427_000473700:pseudogene,417,367,VSG-N-TypeA,A2
Tb427_000223600:pseudogene,303,241,VSG-N-TypeB,B2
Tb427_000466200,487,400,VSG-N-TypeB,B2
Tb427_000590300:pseudogene,503,393,VSG-N-TypeB,B1
Tb427_090011100,494,416,VSG-N-TypeA,A1
Tb427_000382600,122,122,VSG-N-TypeB,B1
Tb427_000114200:pseudogene,332,333,VSG-N-TypeB,B1
Tb427_000534200:pseudogene,482,337,VSG-N-TypeA,A2
Tb427_000383600,527,396,VSG-N-TypeB,B1
Tb427_000268000,506,393,VSG-N-TypeB,B1
Tb427_000428200,394,284,VSG-N-TypeB,B1
Tb427_000577200,234,174,VSG-N-TypeB,B1
Tb427_000854700,275,235,VSG-N-TypeB,B2
Tb427_000487100:pseudogene,451,380,VSG-N-TypeA,A1
Tb427_000183200,502,387,VSG-N-TypeB,B1
Tb427_000515200,313,241,VSG-N-TypeB,B2
Tb427_000511200:pseudogene,496,406,VSG-N-TypeB,B1
Tb427_000053000,236,237,VSG-N-TypeB,B1
Tb427_000396100:pseudogene,446,398,VSG-N-TypeA,A1
Tb427_000235800,487,413,VSG-N-TypeA,A1
Tb427_110046300,356,357,VSG-N-TypeB,B2
Tb427_000141400,512,384,VSG-N-TypeB,B1
Tb427_000490900:pseudogene,466,412,VSG-N-TypeB,B2
Tb427_000026700,485,398,VSG-N-TypeB,B2
Tb427_000599500:pseudogene,520,389,VSG-N-TypeB,B1
Tb427_000434200,260,216,VSG-N-TypeA,A2
Tb427_000518400:pseudogene,490,416,VSG-N-TypeA,A1
Tb427_000351000:pseudogene,428,383,VSG-N-TypeB,B2
Tb427_000586800:pseudogene,543,404,VSG-N-TypeB,B1
Tb427_000612400,506,431,VSG-N-TypeA,A1
Tb427_000858600,304,232,VSG-N-TypeB,B1
Tb427_000449700:pseudogene,489,370,VSG-N-TypeB,B2
Tb427_000454100,110,111,VSG-N-TypeA,A3
Tb427_000151200:pseudogene,497,430,VSG-N-TypeA,A1
Tb427_000408400,155,71,VSG-N-TypeB,B1
Tb427_000210000:pseudogene,501,379,VSG-N-TypeA,A2
Tb427_000405700:pseudogene,472,414,VSG-N-TypeA,A1
Tb427_000391700,228,229,VSG-N-TypeA,A2
Tb427_000857300,403,351,VSG-N-TypeB,B2
Tb427_000150700:pseudogene,482,353,VSG-N-TypeB,B2
Tb427_000299000,536,398,VSG-N-TypeB,B2
Tb427_000132900,484,395,VSG-N-TypeA,A2
Tb427_000572100:pseudogene,497,413,VSG-N-TypeA,A1
Tb427_000091200,395,393,VSG-N-TypeA,A2
Tb427_000316200,148,148,VSG-N-TypeB,B2
Tb427_000592000,516,395,VSG-N-TypeB,B1
Tb427_000246000,464,380,VSG-N-TypeB,B2
Tb427_000634100:pseudogene,411,333,VSG-N-TypeA,A2
Tb427_000187300,468,380,VSG-N-TypeB,B2
Tb427_000416000,399,380,VSG-N-TypeB,B2
Tb427_000255700,499,425,VSG-N-TypeA,A1
Tb427_000195000:pseudogene,453,380,VSG-N-TypeB,B1
Tb427_000256000,231,232,VSG-N-TypeB,B1
Tb427_000161800:pseudogene,387,202,VSG-N-TypeB,B2
Tb427_000063000,503,381,VSG-N-TypeA,A2
Tb427_000283100,479,387,VSG-N-TypeB,B1
Tb427_000175500:pseudogene,108,93,VSG-N-TypeB,B1
Tb427_000042900,416,327,VSG-N-TypeA,A2
Tb427_000220100,563,459,VSG-N-TypeA,A1
Tb427_000053300:pseudogene,212,192,VSG-N-TypeA,A1
Tb427_000434400:pseudogene,468,109,VSG-N-TypeA,A1
Tb427_000080700,483,382,VSG-N-TypeB,B2
Tb427_000857900,268,265,VSG-N-TypeA,A1
Tb427_000302200:pseudogene,523,294,VSG-N-TypeA,A2
Tb427_000290400,301,258,VSG-N-TypeA,A3
Tb427_000448200,233,156,VSG-N-TypeA,A1
Tb427_000474900,194,162,VSG-N-TypeB,B2
Tb427_000491000:pseudogene,490,397,VSG-N-TypeA,A2
Tb427_090010300,267,265,VSG-N-TypeA,A1
Tb427_000624400:pseudogene,530,406,VSG-N-TypeB,B1
Tb427_000466600,250,107,VSG-N-TypeB,B1
Tb427_000293700:pseudogene,510,389,VSG-N-TypeA,A2
Tb427_000598200:pseudogene,516,382,VSG-N-TypeA,A2
Tb427_000607300,226,196,VSG-N-TypeA,A1
Tb427_000612800,519,387,VSG-N-TypeB,B1
Tb427_000405000:pseudogene,483,407,VSG-N-TypeA,A1
Tb427_000718800:pseudogene,447,370,VSG-N-TypeA,A2
Tb427_000029000:pseudogene,473,359,VSG-N-TypeB,B2
Tb427_000616900:pseudogene,507,377,VSG-N-TypeB,B2
Tb427_000007800,454,412,VSG-N-TypeB,B2
Tb427_000669300:pseudogene,494,374,VSG-N-TypeB,B2
Tb427_000330400:pseudogene,446,386,VSG-N-TypeA,A3
Tb427_040057700,489,389,VSG-N-TypeB,B1
Tb427_000859000,430,412,VSG-N-TypeA,A1
Tb427_000479300:pseudogene,436,378,VSG-N-TypeB,B1
Tb427_000596000:pseudogene,399,380,VSG-N-TypeA,A1
Tb427_000116600:pseudogene,511,373,VSG-N-TypeB,B2
Tb427_000518100:pseudogene,481,369,VSG-N-TypeB,B2
Tb427_000283800:pseudogene,451,377,VSG-N-TypeB,B1
Tb427_000179600:pseudogene,463,340,VSG-N-TypeB,B1
Tb427_000279000:pseudogene,453,380,VSG-N-TypeB,B1
Tb427_000359900,379,346,VSG-N-TypeA,A1
Tb427_000462100,519,391,VSG-N-TypeB,B1
Tb427_000324000,485,415,VSG-N-TypeA,A1
Tb427_000011200,400,76,VSG-N-TypeA,A2
Tb427_000805200:pseudogene,460,395,VSG-N-TypeB,B1
Tb427_000096000,483,399,VSG-N-TypeA,A2
Tb427_000031200,473,389,VSG-N-TypeA,A2
Tb427_000480500,507,391,VSG-N-TypeB,B1
Tb427_000717600:pseudogene,418,295,VSG-N-TypeA,A1
Tb427_000669800,484,426,VSG-N-TypeA,A1
Tb427_000578300:pseudogene,482,401,VSG-N-TypeA,A1
Tb427_000192600,106,106,VSG-N-TypeB,B2
Tb427_000299500:pseudogene,496,125,VSG-N-TypeA,A1
Tb427_000267300,214,214,VSG-N-TypeB,B2
Tb427_000180300,432,356,VSG-N-TypeA,A2
Tb427_000302900:pseudogene,445,397,VSG-N-TypeA,A2
Tb427_000263300:pseudogene,509,380,VSG-N-TypeA,A2
Tb427_000202000:pseudogene,506,418,VSG-N-TypeB,B2
Tb427_000145400,265,264,VSG-N-TypeB,B2
Tb427_000091600:pseudogene,484,355,VSG-N-TypeB,B1
Tb427_000117300,329,206,VSG-N-TypeB,B2
Tb427_000133800:pseudogene,435,394,VSG-N-TypeB,B1
Tb427_000588700:pseudogene,475,342,VSG-N-TypeB,B2
Tb427_000151400:pseudogene,497,377,VSG-N-TypeA,A2
Tb427_000633100,474,367,VSG-N-TypeB,B2
Tb427_000547100:pseudogene,450,384,VSG-N-TypeB,B1
Tb427_000592100:pseudogene,503,393,VSG-N-TypeB,B1
Tb427_000856200,234,235,VSG-N-TypeA,A2
Tb427_000717100:pseudogene,500,363,VSG-N-TypeB,B2
Tb427_000441300,519,432,VSG-N-TypeB,B1
Tb427_000386000:pseudogene,501,370,VSG-N-TypeB,B1
Tb427_000560500,510,416,VSG-N-TypeA,A1
Tb427_000190600,473,363,VSG-N-TypeB,B2
Tb427_000247600:pseudogene,498,412,VSG-N-TypeA,A1
Tb427_000505700,511,393,VSG-N-TypeB,B1
Tb427_000529800,516,398,VSG-N-TypeB,B2
Tb427_000078900:pseudogene,420,367,VSG-N-TypeB,B1
Tb427_000018400,527,401,VSG-N-TypeB,B2
Tb427_000557500:pseudogene,349,337,VSG-N-TypeB,B1
Tb427_000166000:pseudogene,387,346,VSG-N-TypeB,B1
Tb427_000282500,504,375,VSG-N-TypeB,B2
Tb427_000086500:pseudogene,476,385,VSG-N-TypeB,B1
Tb427_000310000:pseudogene,538,396,VSG-N-TypeB,B1
Tb427_000219600:pseudogene,492,328,VSG-N-TypeA,A2
Tb427_000364200,274,270,VSG-N-TypeB,B2
Tb427_000315300,369,331,VSG-N-TypeA,A1
Tb427_000138400,524,438,VSG-N-TypeB,B2
Tb427_000715700:pseudogene,444,379,VSG-N-TypeB,B2
Tb427_000035500,277,257,VSG-N-TypeA,A1
Tb427_000228700:pseudogene,447,374,VSG-N-TypeA,A3
Tb427_000523200,105,106,VSG-N-TypeB,B2
Tb427_000623300:pseudogene,480,164,VSG-N-TypeA,A3
Tb427_000316400:pseudogene,483,366,VSG-N-TypeB,B1
Tb427_000089800:pseudogene,469,376,VSG-N-TypeA,A2
Tb427_000086000,492,402,VSG-N-TypeB,B1
Tb427_000264200,452,342,VSG-N-TypeA,A2
Tb427_000615100,575,456,VSG-N-TypeB,B2
Tb427_070070900:pseudogene,446,374,VSG-N-TypeB,B2
Tb427_000684800,479,399,VSG-N-TypeB,B1
Tb427_000300000:pseudogene,512,385,VSG-N-TypeB,B2
Tb427_000020200:pseudogene,509,377,VSG-N-TypeA,A2
Tb427_000507800:pseudogene,530,406,VSG-N-TypeB,B1
Tb427_000076200:pseudogene,155,138,VSG-N-TypeB,B2
Tb427_000844900,290,222,VSG-N-TypeB,B2
Tb427_000301600,219,179,VSG-N-TypeB,B1
Tb427_000232500:pseudogene,461,383,VSG-N-TypeB,B1
Tb427_000168700,403,347,VSG-N-TypeA,A2
Tb427_000203200:pseudogene,463,393,VSG-N-TypeB,B1
Tb427_000524000,478,345,VSG-N-TypeB,B2
Tb427_000436200,495,395,VSG-N-TypeA,A3
Tb427_000478100,393,253,VSG-N-TypeB,B2
Tb427_000307100,537,392,VSG-N-TypeA,A2
Tb427_000322000:pseudogene,466,147,VSG-N-TypeA,A2
Tb427_000407000:pseudogene,505,386,VSG-N-TypeB,B1
Tb427_000291000:pseudogene,528,386,VSG-N-TypeA,A2
Tb427_000628500,527,384,VSG-N-TypeB,B1
Tb427_000541200:pseudogene,474,379,VSG-N-TypeB,B2
Tb427_000623400,208,209,VSG-N-TypeA,A2
Tb427_000289300:pseudogene,407,380,VSG-N-TypeA,A3
Tb427_000760000:pseudogene,514,192,VSG-N-TypeA,A2
Tb427_000324800:pseudogene,475,404,VSG-N-TypeB,B2
Tb427_000020600,401,77,VSG-N-TypeA,A2
Tb427_000446100,527,407,VSG-N-TypeB,B2
Tb427_000486700,445,365,VSG-N-TypeB,B2
Tb427_000043600:pseudogene,484,411,VSG-N-TypeA,A1
Tb427_000630300,484,371,VSG-N-TypeB,B2
Tb427_000121100,464,394,VSG-N-TypeB,B2
Tb427_000368300,303,203,VSG-N-TypeB,B1
Tb427_000478400:pseudogene,481,418,VSG-N-TypeA,A1
Tb427_000170200:pseudogene,435,374,VSG-N-TypeB,B1
Tb427_000234700,475,428,VSG-N-TypeA,A1
Tb427_000137500,506,412,VSG-N-TypeA,A1
Tb427_000465400:pseudogene,442,374,VSG-N-TypeB,B1
Tb427_090041300,85,86,VSG-N-TypeB,B2
Tb427_000452000:pseudogene,503,390,VSG-N-TypeB,B1
Tb427_000084000:pseudogene,518,282,VSG-N-TypeA,A2
Tb427_000115300,485,390,VSG-N-TypeA,A2
Tb427_000413200,550,391,VSG-N-TypeA,A2
Tb427_000355100:pseudogene,427,368,VSG-N-TypeA,A2
Tb427_000631500,502,405,VSG-N-TypeA,A2
Tb427_000385300:pseudogene,522,399,VSG-N-TypeB,B2
Tb427_000427100,525,414,VSG-N-TypeA,A1
Tb427_000859800,272,181,VSG-N-TypeB,B2
Tb427_000209700:pseudogene,156,121,VSG-N-TypeB,B1
Tb427_000623600:pseudogene,524,414,VSG-N-TypeA,A1
Tb427_000240300,217,182,VSG-N-TypeB,B1
Tb427_000233600:pseudogene,478,400,VSG-N-TypeA,A3
Tb427_000364500,476,425,VSG-N-TypeA,A1
Tb427_000594800:pseudogene,430,408,VSG-N-TypeA,A1
Tb427_000094400,185,185,VSG-N-TypeB,B2
Tb427_000354400,179,180,VSG-N-TypeA,A2
Tb427_000593800,504,415,VSG-N-TypeA,A1
Tb427_000433400,154,154,VSG-N-TypeB,B1
Tb427_000093300,538,396,VSG-N-TypeB,B1
Tb427_000760200:pseudogene,484,371,VSG-N-TypeB,B1
Tb427_000327400:pseudogene,548,425,VSG-N-TypeB,B2
Tb427_000070000:pseudogene,468,362,VSG-N-TypeA,A2
Tb427_000343300,491,403,VSG-N-TypeA,A2
Tb427_000151000,229,173,VSG-N-TypeB,B1
Tb427_000166900,381,365,VSG-N-TypeA,A2
Tb427_000366000:pseudogene,430,379,VSG-N-TypeA,A2
Tb427_000651300,524,387,VSG-N-TypeB,B1
Tb427_000383000:pseudogene,512,397,VSG-N-TypeB,B1
Tb427_000716900:pseudogene,433,395,VSG-N-TypeA,A1
Tb427_000232300:pseudogene,453,334,VSG-N-TypeB,B2
Tb427_000502000,341,291,VSG-N-TypeB,B2
Tb427_000514000:pseudogene,540,291,VSG-N-TypeA,A2
Tb427_000156800:pseudogene,498,328,VSG-N-TypeB,B2
Tb427_000468300:pseudogene,442,394,VSG-N-TypeB,B1
Tb427_000254500:pseudogene,441,361,VSG-N-TypeB,B2
Tb427_000377400:pseudogene,427,383,VSG-N-TypeB,B1
Tb427_000225200:pseudogene,483,413,VSG-N-TypeA,A1
Tb427_000051800,510,390,VSG-N-TypeA,A2
Tb427_000847900,183,99,VSG-N-TypeA,A1
Tb427_000608900:pseudogene,506,378,VSG-N-TypeB,B2
Tb427_000347200:pseudogene,440,379,VSG-N-TypeB,B1
Tb427_000308000:pseudogene,424,388,VSG-N-TypeA,A1
Tb427_000716000,211,212,VSG-N-TypeB,B2
Tb427_000633200,480,432,VSG-N-TypeA,A1
Tb427_000686000,144,88,VSG-N-TypeB,B2
Tb427_000082300:pseudogene,439,345,VSG-N-TypeA,A3
Tb427_000789300:pseudogene,511,349,VSG-N-TypeB,B1
Tb427_000623800:pseudogene,459,409,VSG-N-TypeA,A1
Tb427_000186700:pseudogene,507,382,VSG-N-TypeA,A2
Tb427_000303300:pseudogene,493,367,VSG-N-TypeB,B1
Tb427_000248900:pseudogene,455,385,VSG-N-TypeA,A3
Tb427_000301200:pseudogene,490,376,VSG-N-TypeB,B2
Tb427_000228100:pseudogene,488,363,VSG-N-TypeB,B1
Tb427_000846500,238,110,VSG-N-TypeB,B2
Tb427_000523500:pseudogene,418,391,VSG-N-TypeA,A3
Tb427_090009900,514,377,VSG-N-TypeB,B2
Tb427_000239700,153,154,VSG-N-TypeB,B2
Tb427_000122600:pseudogene,460,385,VSG-N-TypeB,B1
Tb427_000090600,488,396,VSG-N-TypeB,B1
Tb427_000461200:pseudogene,499,399,VSG-N-TypeB,B1
Tb427_000504900:pseudogene,315,316,VSG-N-TypeB,B1
Tb427_000303500:pseudogene,387,383,VSG-N-TypeB,B1
Tb427_000182500,516,414,VSG-N-TypeA,A1
Tb427_000631700:pseudogene,438,396,VSG-N-TypeA,A2
Tb427_000715600:pseudogene,434,326,VSG-N-TypeB,B1
Tb427_000232800:pseudogene,505,396,VSG-N-TypeB,B1
Tb427_000596800:pseudogene,485,373,VSG-N-TypeB,B2
Tb427_000300400:pseudogene,443,406,VSG-N-TypeA,A1
Tb427_000401100:pseudogene,490,367,VSG-N-TypeB,B1
Tb427_000304200:pseudogene,491,377,VSG-N-TypeB,B1
Tb427_000260400:pseudogene,537,397,VSG-N-TypeB,B1
Tb427_000183300:pseudogene,456,343,VSG-N-TypeB,B1
Tb427_000591900:pseudogene,425,352,VSG-N-TypeA,A1
