original_seqID,original_seq_length,nterm_seq_length,HMM_profile,nterm_typesubtype
Tbb1125VSG-2862,305,293,VSG-N-TypeA,A1
Tbb1125VSG-5381,318,200,VSG-N-TypeB,B1
Tbb1125VSG-1403,365,366,VSG-N-TypeA,A2
Tbb1125VSG-4242,469,395,VSG-N-TypeB,B1
Tbb1125VSG-408,471,421,VSG-N-TypeA,A1
Tbb1125VSG-1365,386,387,VSG-N-TypeB,B2
Tbb1125VSG-409,470,325,VSG-N-TypeA,A2
Tbb1125VSG-5669,266,118,VSG-N-TypeB,B1
Tbb1125VSG-2580,429,405,VSG-N-TypeA,A1
Tbb1125VSG-1367,386,387,VSG-N-TypeA,A1
Tbb1125VSG-2581,429,314,VSG-N-TypeA,A1
Tbb1125VSG-4794,456,333,VSG-N-TypeA,A2
Tbb1125VSG-4249,489,414,VSG-N-TypeA,A1
Tbb1125VSG-4248,489,415,VSG-N-TypeA,A1
Tbb1125VSG-5709,260,261,VSG-N-TypeB,B1
Tbb1125VSG-1660,496,419,VSG-N-TypeA,A1
Tbb1125VSG-1661,499,394,VSG-N-TypeB,B1
Tbb1125VSG-1662,499,420,VSG-N-TypeA,A1
Tbb1125VSG-1663,484,351,VSG-N-TypeA,A2
Tbb1125VSG-1664,481,412,VSG-N-TypeA,A3
Tbb1125VSG-1666,480,410,VSG-N-TypeA,A1
Tbb1125VSG-1667,480,397,VSG-N-TypeA,A2
Tbb1125VSG-1668,479,397,VSG-N-TypeB,B1
Tbb1125VSG-1669,487,427,VSG-N-TypeA,A1
Tbb1125VSG-2817,318,200,VSG-N-TypeB,B1
Tbb1125VSG-2814,319,235,VSG-N-TypeB,B1
Tbb1125VSG-3094,396,316,VSG-N-TypeB,B1
Tbb1125VSG-5348,327,328,VSG-N-TypeA,A3
Tbb1125VSG-5242,344,345,VSG-N-DomainBoundary,A2
Tbb1125VSG-57,440,392,VSG-N-TypeA,A3
Tbb1125VSG-1718,451,355,VSG-N-TypeA,A2
Tbb1125VSG-1719,413,384,VSG-N-TypeB,B1
Tbb1125VSG-5086,386,285,VSG-N-DomainBoundary,A2
Tbb1125VSG-1714,426,408,VSG-N-TypeA,A1
Tbb1125VSG-1715,454,408,VSG-N-TypeA,A1
Tbb1125VSG-1716,436,411,VSG-N-TypeA,A1
Tbb1125VSG-1717,480,437,VSG-N-TypeA,A1
Tbb1125VSG-1710,464,384,VSG-N-TypeA,A3
Tbb1125VSG-1711,455,402,VSG-N-TypeB,B1
Tbb1125VSG-1712,524,392,VSG-N-TypeA,A2
Tbb1125VSG-1713,436,356,VSG-N-DomainBoundary,A3
Tbb1125VSG-2918,270,249,VSG-N-DomainBoundary,A2
Tbb1125VSG-55,445,354,VSG-N-TypeA,A2
Tbb1125VSG-4251,489,415,VSG-N-TypeA,A1
Tbb1125VSG-4769,460,375,VSG-N-TypeB,B2
Tbb1125VSG-50,469,385,VSG-N-TypeB,B2
Tbb1125VSG-4763,461,388,VSG-N-TypeA,A3
Tbb1125VSG-536,508,413,VSG-N-TypeA,A1
Tbb1125VSG-537,503,420,VSG-N-TypeA,A1
Tbb1125VSG-534,513,403,VSG-N-TypeA,A1
Tbb1125VSG-535,510,392,VSG-N-TypeB,B1
Tbb1125VSG-532,516,422,VSG-N-TypeA,A1
Tbb1125VSG-533,513,413,VSG-N-TypeA,A1
Tbb1125VSG-530,523,386,VSG-N-TypeA,A2
Tbb1125VSG-531,519,365,VSG-N-TypeA,A2
Tbb1125VSG-280,494,417,VSG-N-TypeA,A1
Tbb1125VSG-281,494,385,VSG-N-TypeB,B1
Tbb1125VSG-282,494,363,VSG-N-TypeA,A2
Tbb1125VSG-283,495,415,VSG-N-TypeA,A1
Tbb1125VSG-284,494,419,VSG-N-TypeA,A1
Tbb1125VSG-285,493,408,VSG-N-TypeA,A3
Tbb1125VSG-286,493,390,VSG-N-TypeB,B1
Tbb1125VSG-539,496,408,VSG-N-TypeA,A1
Tbb1125VSG-51,468,395,VSG-N-TypeA,A3
Tbb1125VSG-3185,301,147,VSG-N-TypeB,B1
Tbb1125VSG-2522,478,348,VSG-N-TypeA,A2
Tbb1125VSG-2523,475,451,VSG-N-TypeA,A3
Tbb1125VSG-2520,480,375,VSG-N-TypeB,B1
Tbb1125VSG-2521,478,388,VSG-N-TypeB,B1
Tbb1125VSG-2526,471,406,VSG-N-TypeB,B1
Tbb1125VSG-2524,505,382,VSG-N-TypeB,B1
Tbb1125VSG-2525,472,415,VSG-N-TypeA,A3
Tbb1125VSG-2528,499,393,VSG-N-TypeB,B2
Tbb1125VSG-2529,467,417,VSG-N-TypeA,A1
Tbb1125VSG-5536,288,287,VSG-N-DomainBoundary,A3
Tbb1125VSG-2098,485,342,VSG-N-TypeB,B2
Tbb1125VSG-2099,425,354,VSG-N-TypeA,A1
Tbb1125VSG-2093,572,384,VSG-N-TypeA,A2
Tbb1125VSG-2096,515,376,VSG-N-TypeA,A1
Tbb1125VSG-2094,519,391,VSG-N-TypeB,B1
Tbb1125VSG-2095,359,210,VSG-N-TypeA,A2
Tbb1125VSG-4014,572,449,VSG-N-TypeB,B2
Tbb1125VSG-4015,572,440,VSG-N-TypeB,B2
Tbb1125VSG-4016,571,431,VSG-N-TypeB,B2
Tbb1125VSG-4843,447,420,VSG-N-TypeA,A1
Tbb1125VSG-4842,447,385,VSG-N-TypeA,A2
Tbb1125VSG-4841,448,383,VSG-N-DomainBoundary,A3
Tbb1125VSG-4017,570,431,VSG-N-TypeB,B2
Tbb1125VSG-4847,446,386,VSG-N-TypeA,A3
Tbb1125VSG-4845,447,406,VSG-N-TypeA,A3
Tbb1125VSG-4844,447,384,VSG-N-TypeB,B1
Tbb1125VSG-4010,491,440,VSG-N-TypeB,B2
Tbb1125VSG-4849,445,395,VSG-N-TypeB,B1
Tbb1125VSG-4848,446,395,VSG-N-TypeB,B1
Tbb1125VSG-2676,386,231,VSG-N-TypeB,B2
Tbb1125VSG-2677,455,402,VSG-N-TypeB,B2
Tbb1125VSG-18,485,400,VSG-N-TypeB,B2
Tbb1125VSG-2675,385,378,VSG-N-TypeA,A2
Tbb1125VSG-2672,389,316,VSG-N-TypeA,A2
Tbb1125VSG-2673,388,295,VSG-N-TypeB,B1
Tbb1125VSG-2894,295,216,VSG-N-TypeB,B1
Tbb1125VSG-2671,389,351,VSG-N-TypeB,B1
Tbb1125VSG-12,491,395,VSG-N-TypeB,B1
Tbb1125VSG-10,495,377,VSG-N-TypeB,B2
Tbb1125VSG-2899,294,252,VSG-N-TypeB,B1
Tbb1125VSG-16,486,401,VSG-N-TypeB,B1
Tbb1125VSG-17,485,383,VSG-N-TypeB,B1
Tbb1125VSG-2678,454,388,VSG-N-TypeB,B2
Tbb1125VSG-2679,442,400,VSG-N-TypeA,A1
Tbb1125VSG-5175,361,273,VSG-N-TypeB,B2
Tbb1125VSG-5176,361,329,VSG-N-TypeB,B1
Tbb1125VSG-5177,360,361,VSG-N-TypeA,A2
Tbb1125VSG-5170,363,349,VSG-N-TypeA,A1
Tbb1125VSG-5171,363,359,VSG-N-TypeA,A2
Tbb1125VSG-5172,362,310,VSG-N-TypeB,B2
Tbb1125VSG-5173,362,235,VSG-N-DomainBoundary,A2
Tbb1125VSG-2737,407,408,VSG-N-TypeA,A1
Tbb1125VSG-5178,360,239,VSG-N-TypeA,A2
Tbb1125VSG-2736,422,374,VSG-N-TypeA,A3
Tbb1125VSG-5014,402,394,VSG-N-TypeB,B1
Tbb1125VSG-5228,346,347,VSG-N-DomainBoundary,A3
Tbb1125VSG-5013,403,281,VSG-N-DomainBoundary,A2
Tbb1125VSG-5579,281,282,VSG-N-TypeA,A1
Tbb1125VSG-2708,371,371,VSG-N-TypeB,B2
Tbb1125VSG-2709,371,280,VSG-N-TypeB,B1
Tbb1125VSG-5011,404,329,VSG-N-TypeA,A1
Tbb1125VSG-5570,283,284,VSG-N-TypeB,B1
Tbb1125VSG-5571,283,133,VSG-N-TypeA,A1
Tbb1125VSG-2700,374,287,VSG-N-TypeB,B1
Tbb1125VSG-2701,373,307,VSG-N-TypeA,A1
Tbb1125VSG-5574,282,153,VSG-N-TypeA,A2
Tbb1125VSG-2704,501,373,VSG-N-TypeB,B2
Tbb1125VSG-2705,373,354,VSG-N-TypeA,A2
Tbb1125VSG-4155,506,365,VSG-N-TypeB,B1
Tbb1125VSG-1474,480,441,VSG-N-TypeB,B2
Tbb1125VSG-1477,329,330,VSG-N-TypeB,B1
Tbb1125VSG-1476,329,277,VSG-N-TypeB,B2
Tbb1125VSG-1471,335,321,VSG-N-TypeA,A2
Tbb1125VSG-4150,507,402,VSG-N-TypeA,A2
Tbb1125VSG-1473,333,331,VSG-N-TypeB,B1
Tbb1125VSG-1472,433,149,VSG-N-TypeA,A3
Tbb1125VSG-1479,328,325,VSG-N-TypeA,A3
Tbb1125VSG-1478,499,340,VSG-N-TypeA,A2
Tbb1125VSG-1277,432,393,VSG-N-TypeB,B1
Tbb1125VSG-1276,432,356,VSG-N-TypeA,A2
Tbb1125VSG-1275,432,406,VSG-N-TypeB,B1
Tbb1125VSG-1274,432,384,VSG-N-TypeB,B1
Tbb1125VSG-1273,433,395,VSG-N-TypeB,B1
Tbb1125VSG-1272,433,434,VSG-N-TypeA,A1
Tbb1125VSG-1271,433,376,VSG-N-TypeB,B2
Tbb1125VSG-1270,424,385,VSG-N-TypeB,B1
Tbb1125VSG-5718,258,259,VSG-N-TypeB,B1
Tbb1125VSG-5719,258,187,VSG-N-TypeB,B1
Tbb1125VSG-1279,430,395,VSG-N-TypeB,B1
Tbb1125VSG-1278,431,384,VSG-N-TypeA,A1
Tbb1125VSG-3091,423,373,VSG-N-TypeB,B2
Tbb1125VSG-4719,470,399,VSG-N-TypeA,A3
Tbb1125VSG-4718,470,390,VSG-N-TypeA,A2
Tbb1125VSG-4713,457,390,VSG-N-TypeA,A2
Tbb1125VSG-4711,471,388,VSG-N-TypeB,B1
Tbb1125VSG-4710,471,371,VSG-N-TypeA,A2
Tbb1125VSG-4717,470,372,VSG-N-TypeB,B1
Tbb1125VSG-4716,470,393,VSG-N-TypeB,B1
Tbb1125VSG-4714,471,370,VSG-N-TypeB,B2
Tbb1125VSG-5384,318,184,VSG-N-TypeB,B1
Tbb1125VSG-4240,490,401,VSG-N-TypeB,B1
Tbb1125VSG-5383,318,240,VSG-N-DomainBoundary,A3
Tbb1125VSG-5382,318,300,VSG-N-TypeA,A2
Tbb1125VSG-1013,516,414,VSG-N-TypeA,A1
Tbb1125VSG-1012,517,414,VSG-N-TypeA,A1
Tbb1125VSG-1011,519,398,VSG-N-TypeB,B2
Tbb1125VSG-1010,522,401,VSG-N-TypeB,B2
Tbb1125VSG-1017,512,402,VSG-N-TypeB,B2
Tbb1125VSG-1016,513,394,VSG-N-TypeB,B1
Tbb1125VSG-1015,513,393,VSG-N-TypeB,B1
Tbb1125VSG-4026,541,402,VSG-N-TypeA,A2
Tbb1125VSG-4029,549,403,VSG-N-TypeA,A2
Tbb1125VSG-4028,549,441,VSG-N-TypeB,B2
Tbb1125VSG-1019,510,397,VSG-N-TypeA,A2
Tbb1125VSG-1018,528,394,VSG-N-TypeB,B1
Tbb1125VSG-5000,409,368,VSG-N-TypeB,B2
Tbb1125VSG-5002,402,326,VSG-N-TypeA,A1
Tbb1125VSG-5003,409,349,VSG-N-TypeA,A2
Tbb1125VSG-1383,376,377,VSG-N-TypeB,B1
Tbb1125VSG-1382,377,378,VSG-N-TypeA,A2
Tbb1125VSG-1381,377,368,VSG-N-TypeB,B1
Tbb1125VSG-1380,378,379,VSG-N-TypeA,A1
Tbb1125VSG-1387,375,270,VSG-N-TypeB,B2
Tbb1125VSG-1386,375,157,VSG-N-TypeA,A1
Tbb1125VSG-1385,375,376,VSG-N-TypeB,B2
Tbb1125VSG-1384,376,315,VSG-N-TypeA,A2
Tbb1125VSG-2874,304,305,VSG-N-TypeB,B1
Tbb1125VSG-2875,303,253,VSG-N-TypeB,B1
Tbb1125VSG-1389,374,371,VSG-N-TypeB,B2
Tbb1125VSG-1388,374,372,VSG-N-TypeA,A1
Tbb1125VSG-5390,297,263,VSG-N-TypeA,A3
Tbb1125VSG-2871,304,305,VSG-N-TypeB,B1
Tbb1125VSG-2872,304,214,VSG-N-TypeB,B1
Tbb1125VSG-2873,304,231,VSG-N-TypeA,A1
Tbb1125VSG-3092,390,279,VSG-N-TypeB,B1
Tbb1125VSG-1439,349,292,VSG-N-TypeB,B2
Tbb1125VSG-1659,487,393,VSG-N-TypeB,B1
Tbb1125VSG-1658,509,391,VSG-N-TypeA,A2
Tbb1125VSG-1129,474,416,VSG-N-TypeA,A1
Tbb1125VSG-1128,474,391,VSG-N-TypeA,A2
Tbb1125VSG-1127,495,423,VSG-N-TypeA,A1
Tbb1125VSG-1126,474,434,VSG-N-TypeA,A1
Tbb1125VSG-1657,490,408,VSG-N-TypeB,B2
Tbb1125VSG-1124,511,416,VSG-N-TypeA,A1
Tbb1125VSG-1651,499,424,VSG-N-TypeA,A1
Tbb1125VSG-1650,509,386,VSG-N-TypeA,A2
Tbb1125VSG-1653,502,424,VSG-N-TypeA,A1
Tbb1125VSG-1652,500,422,VSG-N-TypeA,A1
Tbb1125VSG-1499,484,396,VSG-N-TypeA,A3
Tbb1125VSG-1498,315,312,VSG-N-TypeB,B2
Tbb1125VSG-1497,316,315,VSG-N-TypeA,A1
Tbb1125VSG-1496,316,316,VSG-N-DomainBoundary,A3
Tbb1125VSG-1495,317,318,VSG-N-TypeA,A2
Tbb1125VSG-1494,317,317,VSG-N-TypeA,A2
Tbb1125VSG-1493,318,136,VSG-N-TypeA,A2
Tbb1125VSG-1492,318,312,VSG-N-TypeA,A2
Tbb1125VSG-1491,319,185,VSG-N-TypeA,A1
Tbb1125VSG-1490,319,303,VSG-N-TypeA,A2
Tbb1125VSG-1,542,435,VSG-N-TypeB,B2
Tbb1125VSG-2,532,442,VSG-N-TypeB,B2
Tbb1125VSG-3,526,402,VSG-N-TypeB,B1
Tbb1125VSG-6,500,390,VSG-N-TypeB,B1
Tbb1125VSG-8,498,413,VSG-N-TypeB,B1
Tbb1125VSG-2741,352,332,VSG-N-TypeA,A1
Tbb1125VSG-2946,279,280,VSG-N-TypeB,B2
Tbb1125VSG-4012,574,447,VSG-N-TypeB,B2
Tbb1125VSG-1729,476,425,VSG-N-TypeA,A1
Tbb1125VSG-1728,482,408,VSG-N-TypeA,A1
Tbb1125VSG-1721,513,381,VSG-N-TypeB,B2
Tbb1125VSG-1720,411,371,VSG-N-TypeB,B2
Tbb1125VSG-1723,505,128,VSG-N-TypeA,A2
Tbb1125VSG-1722,486,413,VSG-N-TypeA,A1
Tbb1125VSG-1725,398,352,VSG-N-TypeA,A1
Tbb1125VSG-1724,398,399,VSG-N-TypeA,A1
Tbb1125VSG-1726,517,407,VSG-N-TypeB,B2
Tbb1125VSG-5431,310,216,VSG-N-DomainBoundary,A1
Tbb1125VSG-4013,572,384,VSG-N-TypeA,A2
Tbb1125VSG-4819,451,399,VSG-N-TypeA,A3
Tbb1125VSG-1347,398,390,VSG-N-TypeA,A2
Tbb1125VSG-5343,328,161,VSG-N-TypeA,A2
Tbb1125VSG-1786,301,302,VSG-N-TypeB,B2
Tbb1125VSG-2808,322,274,VSG-N-TypeB,B1
Tbb1125VSG-5438,308,308,VSG-N-TypeA,A1
Tbb1125VSG-451,519,407,VSG-N-TypeB,B1
Tbb1125VSG-46,444,324,VSG-N-TypeB,B1
Tbb1125VSG-453,520,384,VSG-N-TypeB,B1
Tbb1125VSG-1518,304,303,VSG-N-TypeA,A1
Tbb1125VSG-4744,494,382,VSG-N-TypeB,B2
Tbb1125VSG-4745,464,390,VSG-N-TypeA,A1
Tbb1125VSG-455,512,395,VSG-N-TypeA,A2
Tbb1125VSG-2124,297,165,VSG-N-TypeB,B2
Tbb1125VSG-454,519,393,VSG-N-TypeB,B1
Tbb1125VSG-4747,464,387,VSG-N-TypeB,B1
Tbb1125VSG-457,507,389,VSG-N-TypeB,B1
Tbb1125VSG-4740,466,402,VSG-N-TypeA,A3
Tbb1125VSG-456,518,405,VSG-N-TypeB,B1
Tbb1125VSG-2033,442,360,VSG-N-DomainBoundary,A3
Tbb1125VSG-4741,465,393,VSG-N-TypeB,B1
Tbb1125VSG-4742,465,383,VSG-N-TypeB,B2
Tbb1125VSG-5233,345,262,VSG-N-DomainBoundary,A1
Tbb1125VSG-3093,399,326,VSG-N-DomainBoundary,A3
Tbb1125VSG-2648,399,321,VSG-N-TypeB,B1
Tbb1125VSG-1330,408,394,VSG-N-TypeB,B1
Tbb1125VSG-297,492,417,VSG-N-TypeA,A1
Tbb1125VSG-296,492,397,VSG-N-TypeA,A2
Tbb1125VSG-295,492,413,VSG-N-TypeA,A1
Tbb1125VSG-294,492,416,VSG-N-TypeA,A1
Tbb1125VSG-521,541,402,VSG-N-TypeA,A2
Tbb1125VSG-292,493,392,VSG-N-TypeB,B2
Tbb1125VSG-291,493,416,VSG-N-TypeA,A1
Tbb1125VSG-290,493,422,VSG-N-TypeA,A1
Tbb1125VSG-4336,485,367,VSG-N-DomainBoundary,A2
Tbb1125VSG-529,524,385,VSG-N-TypeB,B1
Tbb1125VSG-528,521,396,VSG-N-TypeB,B1
Tbb1125VSG-299,491,370,VSG-N-TypeB,B2
Tbb1125VSG-298,492,418,VSG-N-TypeA,A1
Tbb1125VSG-5340,329,195,VSG-N-TypeA,A1
Tbb1125VSG-5611,274,270,VSG-N-TypeB,B2
Tbb1125VSG-5091,385,384,VSG-N-TypeA,A2
Tbb1125VSG-5610,275,275,VSG-N-TypeB,B2
Tbb1125VSG-2004,501,371,VSG-N-TypeB,B1
Tbb1125VSG-2641,403,321,VSG-N-DomainBoundary,A2
Tbb1125VSG-2640,403,343,VSG-N-TypeA,A2
Tbb1125VSG-2904,293,232,VSG-N-TypeB,B1
Tbb1125VSG-5231,346,347,VSG-N-TypeA,A3
Tbb1125VSG-2905,292,293,VSG-N-TypeB,B2
Tbb1125VSG-2906,292,293,VSG-N-TypeB,B1
Tbb1125VSG-42,494,400,VSG-N-TypeA,A2
Tbb1125VSG-2907,291,264,VSG-N-TypeA,A2
Tbb1125VSG-2900,294,295,VSG-N-TypeA,A1
Tbb1125VSG-1041,499,390,VSG-N-TypeB,B2
Tbb1125VSG-5593,278,203,VSG-N-TypeB,B1
Tbb1125VSG-2067,332,259,VSG-N-TypeA,A3
Tbb1125VSG-2066,337,218,VSG-N-TypeA,A2
Tbb1125VSG-2063,352,239,VSG-N-TypeB,B2
Tbb1125VSG-2902,293,154,VSG-N-TypeA,A1
Tbb1125VSG-2061,354,266,VSG-N-TypeA,A2
Tbb1125VSG-2060,358,288,VSG-N-DomainBoundary,A1
Tbb1125VSG-2069,447,367,VSG-N-TypeA,A1
Tbb1125VSG-2068,330,209,VSG-N-TypeA,A2
Tbb1125VSG-69,258,174,VSG-N-DomainBoundary,B2
Tbb1125VSG-1204,457,408,VSG-N-TypeB,B1
Tbb1125VSG-68,353,270,VSG-N-TypeA,A3
Tbb1125VSG-75,491,414,VSG-N-TypeA,A1
Tbb1125VSG-2909,291,264,VSG-N-DomainBoundary,A2
Tbb1125VSG-4850,445,408,VSG-N-TypeB,B1
Tbb1125VSG-4851,444,394,VSG-N-TypeA,A2
Tbb1125VSG-4852,444,390,VSG-N-TypeA,A2
Tbb1125VSG-4853,444,396,VSG-N-TypeB,B1
Tbb1125VSG-4855,444,398,VSG-N-TypeB,B2
Tbb1125VSG-4856,414,321,VSG-N-TypeB,B1
Tbb1125VSG-4859,443,341,VSG-N-TypeA,A2
Tbb1125VSG-2801,325,322,VSG-N-TypeA,A1
Tbb1125VSG-27,473,381,VSG-N-TypeB,B1
Tbb1125VSG-26,474,378,VSG-N-TypeA,A2
Tbb1125VSG-25,479,232,VSG-N-TypeA,A1
Tbb1125VSG-24,480,395,VSG-N-TypeB,B2
Tbb1125VSG-23,481,403,VSG-N-TypeA,A2
Tbb1125VSG-22,482,400,VSG-N-TypeA,A3
Tbb1125VSG-21,483,410,VSG-N-TypeA,A1
Tbb1125VSG-2604,416,328,VSG-N-TypeA,A2
Tbb1125VSG-2609,415,400,VSG-N-TypeA,A2
Tbb1125VSG-2608,415,387,VSG-N-TypeB,B1
Tbb1125VSG-29,467,387,VSG-N-DomainBoundary,A3
Tbb1125VSG-28,467,390,VSG-N-TypeA,A3
Tbb1125VSG-5493,296,216,VSG-N-TypeA,A1
Tbb1125VSG-5492,296,281,VSG-N-TypeA,A1
Tbb1125VSG-5491,296,214,VSG-N-TypeA,A3
Tbb1125VSG-5142,371,240,VSG-N-TypeB,B1
Tbb1125VSG-5145,371,370,VSG-N-TypeB,B2
Tbb1125VSG-5144,371,203,VSG-N-TypeA,A3
Tbb1125VSG-5147,371,284,VSG-N-TypeA,A2
Tbb1125VSG-5146,371,370,VSG-N-TypeB,B2
Tbb1125VSG-5148,371,323,VSG-N-TypeA,A1
Tbb1125VSG-5498,294,295,VSG-N-TypeB,B2
Tbb1125VSG-5545,287,288,VSG-N-DomainBoundary,A3
Tbb1125VSG-5544,287,179,VSG-N-TypeB,B1
Tbb1125VSG-5547,273,274,VSG-N-TypeB,B1
Tbb1125VSG-5546,286,198,VSG-N-TypeA,A2
Tbb1125VSG-5541,287,285,VSG-N-DomainBoundary,A1
Tbb1125VSG-5543,287,213,VSG-N-TypeA,A1
Tbb1125VSG-5548,273,274,VSG-N-TypeB,B1
Tbb1125VSG-1462,340,341,VSG-N-TypeB,B2
Tbb1125VSG-1463,338,325,VSG-N-TypeA,A2
Tbb1125VSG-1460,340,339,VSG-N-TypeB,B2
Tbb1125VSG-1461,340,341,VSG-N-TypeB,B1
Tbb1125VSG-1466,337,334,VSG-N-TypeA,A2
Tbb1125VSG-1467,336,336,VSG-N-TypeB,B1
Tbb1125VSG-1464,338,283,VSG-N-TypeB,B1
Tbb1125VSG-1465,337,335,VSG-N-TypeA,A2
Tbb1125VSG-2117,361,287,VSG-N-TypeA,A1
Tbb1125VSG-2116,364,297,VSG-N-TypeA,A1
Tbb1125VSG-1468,336,310,VSG-N-TypeA,A1
Tbb1125VSG-1469,336,337,VSG-N-TypeB,B1
Tbb1125VSG-2113,381,273,VSG-N-TypeB,B2
Tbb1125VSG-5723,257,254,VSG-N-TypeB,B1
Tbb1125VSG-2110,407,329,VSG-N-TypeA,A1
Tbb1125VSG-1264,436,379,VSG-N-TypeA,A1
Tbb1125VSG-1265,434,395,VSG-N-TypeB,B1
Tbb1125VSG-1267,434,391,VSG-N-TypeA,A2
Tbb1125VSG-1260,535,420,VSG-N-TypeA,A1
Tbb1125VSG-1261,437,407,VSG-N-TypeB,B2
Tbb1125VSG-1262,465,411,VSG-N-TypeA,A1
Tbb1125VSG-1263,436,388,VSG-N-TypeA,A2
Tbb1125VSG-1268,434,371,VSG-N-TypeB,B2
Tbb1125VSG-1269,434,382,VSG-N-TypeA,A2
Tbb1125VSG-1313,418,260,VSG-N-DomainBoundary,A2
Tbb1125VSG-4708,471,383,VSG-N-TypeB,B1
Tbb1125VSG-4709,471,347,VSG-N-TypeB,B2
Tbb1125VSG-4700,472,419,VSG-N-TypeA,A1
Tbb1125VSG-4701,472,389,VSG-N-TypeA,A1
Tbb1125VSG-4702,472,403,VSG-N-TypeA,A2
Tbb1125VSG-4703,472,323,VSG-N-TypeB,B2
Tbb1125VSG-4704,471,379,VSG-N-TypeA,A2
Tbb1125VSG-4706,471,357,VSG-N-TypeB,B1
Tbb1125VSG-4707,471,421,VSG-N-TypeA,A1
Tbb1125VSG-4038,527,399,VSG-N-TypeB,B2
Tbb1125VSG-4039,539,443,VSG-N-TypeB,B2
Tbb1125VSG-4036,541,397,VSG-N-TypeB,B1
Tbb1125VSG-4037,540,390,VSG-N-TypeB,B2
Tbb1125VSG-4034,495,417,VSG-N-TypeA,A1
